Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Home/Away,Player
50,28.0,2024-02-05,31-319,DAL,@,PHI,W (+16),1,34,10.0,17.0,58.8%,2.0,3.0,66.7%,1.0,1.0,100.0%,1.0,4.0,5.0,8.0,2.0,1.0,1.0,4.0,23.0,22.7,15.0,Away,Kyrie Irving
53,31.0,2024-02-10,31-324,DAL,,OKC,W (+35),1,33,11.0,19.0,57.9%,2.0,7.0,28.6%,1.0,2.0,50.0%,1.0,5.0,6.0,8.0,1.0,0.0,1.0,2.0,25.0,22.7,32.0,Home,Kyrie Irving
54,32.0,2024-02-12,31-326,DAL,,WAS,W (+8),1,42,10.0,19.0,52.6%,2.0,7.0,28.6%,4.0,6.0,66.7%,1.0,6.0,7.0,4.0,0.0,2.0,2.0,3.0,26.0,19.4,3.0,Home,Kyrie Irving
56,34.0,2024-02-22,31-336,DAL,,PHO,W (+10),1,35,11.0,18.0,61.1%,5.0,8.0,62.5%,2.0,2.0,100.0%,1.0,4.0,5.0,3.0,1.0,0.0,1.0,2.0,29.0,24.0,20.0,Home,Kyrie Irving
57,35.0,2024-02-25,31-339,DAL,@,IND,L (-22),1,32,10.0,22.0,45.5%,3.0,7.0,42.9%,6.0,6.0,100.0%,0.0,6.0,6.0,2.0,0.0,0.0,1.0,0.0,29.0,19.8,-16.0,Away,Kyrie Irving
58,36.0,2024-02-27,31-341,DAL,@,CLE,L (-2),1,38,12.0,24.0,50.0%,5.0,8.0,62.5%,1.0,1.0,100.0%,1.0,5.0,6.0,3.0,1.0,1.0,3.0,1.0,30.0,20.6,-8.0,Away,Kyrie Irving
59,37.0,2024-02-28,31-342,DAL,@,TOR,W (+11),1,35,11.0,20.0,55.0%,2.0,6.0,33.3%,5.0,5.0,100.0%,0.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,29.0,21.9,0.0,Away,Kyrie Irving
61,39.0,2024-03-03,31-346,DAL,,PHI,L (-4),1,38,10.0,20.0,50.0%,5.0,9.0,55.6%,3.0,3.0,100.0%,0.0,5.0,5.0,4.0,1.0,0.0,4.0,0.0,28.0,19.3,-8.0,Home,Kyrie Irving
62,40.0,2024-03-05,31-348,DAL,,IND,L (-17),1,36,8.0,19.0,42.1%,3.0,9.0,33.3%,4.0,4.0,100.0%,2.0,5.0,7.0,3.0,0.0,0.0,0.0,3.0,23.0,16.7,-20.0,Home,Kyrie Irving
63,41.0,2024-03-07,31-350,DAL,,MIA,W (+6),1,36,9.0,19.0,47.4%,3.0,9.0,33.3%,2.0,2.0,100.0%,0.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,23.0,16.6,-7.0,Home,Kyrie Irving
66,44.0,2024-03-13,31-356,DAL,,GSW,W (+10),1,34,8.0,16.0,50.0%,1.0,5.0,20.0%,6.0,6.0,100.0%,0.0,8.0,8.0,10.0,1.0,1.0,1.0,3.0,23.0,23.9,1.0,Home,Kyrie Irving
67,45.0,2024-03-14,31-357,DAL,@,OKC,L (-7),1,38,12.0,18.0,66.7%,4.0,7.0,57.1%,8.0,8.0,100.0%,1.0,3.0,4.0,12.0,2.0,0.0,4.0,1.0,36.0,35.8,-10.0,Away,Kyrie Irving
68,46.0,2024-03-17,31-360,DAL,,DEN,W (+2),1,39,9.0,23.0,39.1%,4.0,11.0,36.4%,2.0,2.0,100.0%,3.0,4.0,7.0,9.0,3.0,1.0,3.0,2.0,24.0,21.0,6.0,Home,Kyrie Irving
69,47.0,2024-03-19,31-362,DAL,@,SAS,W (+6),1,38,13.0,21.0,61.9%,0.0,5.0,0.0%,2.0,2.0,100.0%,1.0,6.0,7.0,3.0,2.0,0.0,1.0,3.0,28.0,22.9,-10.0,Away,Kyrie Irving
71,49.0,2024-03-25,32-002,DAL,@,UTA,W (+10),1,35,10.0,21.0,47.6%,4.0,9.0,44.4%,3.0,3.0,100.0%,0.0,3.0,3.0,5.0,0.0,0.0,2.0,2.0,27.0,17.9,9.0,Away,Kyrie Irving
72,50.0,2024-03-26,32-003,DAL,@,SAC,W (+36),1,34,10.0,19.0,52.6%,4.0,9.0,44.4%,0.0,1.0,0.0%,0.0,3.0,3.0,8.0,2.0,0.0,1.0,4.0,24.0,20.2,28.0,Away,Kyrie Irving
73,51.0,2024-03-29,32-006,DAL,@,SAC,W (+4),1,37,11.0,16.0,68.8%,3.0,5.0,60.0%,5.0,6.0,83.3%,0.0,3.0,3.0,2.0,0.0,0.0,2.0,1.0,30.0,22.7,8.0,Away,Kyrie Irving
74,52.0,2024-03-31,32-008,DAL,@,HOU,W (+18),1,34,9.0,19.0,47.4%,4.0,9.0,44.4%,2.0,2.0,100.0%,1.0,2.0,3.0,7.0,1.0,0.0,1.0,3.0,24.0,19.3,12.0,Away,Kyrie Irving
75,53.0,2024-04-02,32-010,DAL,@,GSW,L (-4),1,38,10.0,19.0,52.6%,4.0,8.0,50.0%,3.0,3.0,100.0%,0.0,1.0,1.0,2.0,3.0,1.0,4.0,3.0,27.0,17.9,6.0,Away,Kyrie Irving
76,54.0,2024-04-04,32-012,DAL,,ATL,W (+14),1,34,10.0,21.0,47.6%,3.0,7.0,42.9%,3.0,3.0,100.0%,2.0,3.0,5.0,1.0,0.0,1.0,4.0,1.0,26.0,14.6,7.0,Home,Kyrie Irving
77,55.0,2024-04-05,32-013,DAL,,GSW,W (+2),1,42,9.0,19.0,47.4%,2.0,7.0,28.6%,6.0,6.0,100.0%,1.0,7.0,8.0,7.0,2.0,1.0,5.0,3.0,26.0,20.5,1.0,Home,Kyrie Irving
78,56.0,2024-04-07,32-015,DAL,,HOU,W (+11),1,44,15.0,25.0,60.0%,3.0,8.0,37.5%,15.0,17.0,88.2%,0.0,7.0,7.0,2.0,1.0,0.0,2.0,1.0,48.0,37.8,21.0,Home,Kyrie Irving
79,57.0,2024-04-09,32-017,DAL,@,CHO,W (+26),1,37,6.0,15.0,40.0%,2.0,8.0,25.0%,4.0,5.0,80.0%,2.0,6.0,8.0,9.0,2.0,3.0,2.0,3.0,18.0,19.9,24.0,Away,Kyrie Irving
83,59.0,2024-04-21,32-029,DAL,@,LAC,L (-12),1,39,10.0,18.0,55.6%,3.0,6.0,50.0%,8.0,9.0,88.9%,3.0,4.0,7.0,4.0,2.0,0.0,1.0,3.0,31.0,27.9,-9.0,Away,Kyrie Irving
84,60.0,2024-04-23,32-031,DAL,@,LAC,W (+3),1,41,8.0,18.0,44.4%,4.0,8.0,50.0%,3.0,4.0,75.0%,1.0,5.0,6.0,3.0,3.0,0.0,3.0,2.0,23.0,16.7,0.0,Away,Kyrie Irving
85,61.0,2024-04-26,32-034,DAL,,LAC,W (+11),1,36,8.0,17.0,47.1%,3.0,7.0,42.9%,2.0,2.0,100.0%,0.0,4.0,4.0,6.0,2.0,0.0,2.0,4.0,21.0,16.1,17.0,Home,Kyrie Irving
86,62.0,2024-04-28,32-036,DAL,,LAC,L (-5),1,44,14.0,25.0,56.0%,6.0,12.0,50.0%,6.0,6.0,100.0%,2.0,5.0,7.0,5.0,0.0,0.0,7.0,4.0,40.0,25.9,-5.0,Home,Kyrie Irving
87,63.0,2024-05-01,32-039,DAL,@,LAC,W (+30),1,35,6.0,14.0,42.9%,1.0,7.0,14.3%,1.0,1.0,100.0%,1.0,3.0,4.0,6.0,2.0,0.0,0.0,4.0,14.0,12.8,35.0,Away,Kyrie Irving
88,64.0,2024-05-03,32-041,DAL,,LAC,W (+13),1,42,11.0,19.0,57.9%,5.0,9.0,55.6%,3.0,5.0,60.0%,1.0,5.0,6.0,4.0,2.0,2.0,1.0,3.0,30.0,26.5,22.0,Home,Kyrie Irving
89,65.0,2024-05-07,32-045,DAL,@,OKC,L (-22),1,37,7.0,14.0,50.0%,3.0,4.0,75.0%,3.0,3.0,100.0%,0.0,1.0,1.0,3.0,2.0,1.0,4.0,2.0,20.0,13.3,-15.0,Away,Kyrie Irving
90,66.0,2024-05-09,32-047,DAL,@,OKC,W (+9),1,41,2.0,8.0,25.0%,0.0,2.0,0.0%,5.0,6.0,83.3%,2.0,1.0,3.0,11.0,2.0,2.0,2.0,4.0,9.0,13.0,9.0,Away,Kyrie Irving
92,68.0,2024-05-13,32-051,DAL,,OKC,L (-4),1,40,4.0,11.0,36.4%,0.0,2.0,0.0%,1.0,2.0,50.0%,0.0,1.0,1.0,9.0,0.0,0.0,1.0,5.0,9.0,6.1,4.0,Home,Kyrie Irving
95,71.0,2024-05-22,32-060,DAL,@,MIN,W (+3),1,40,12.0,23.0,52.2%,0.0,3.0,0.0%,6.0,6.0,100.0%,1.0,4.0,5.0,4.0,0.0,1.0,2.0,3.0,30.0,20.9,5.0,Away,Kyrie Irving
96,72.0,2024-05-24,32-062,DAL,@,MIN,W (+1),1,39,7.0,16.0,43.8%,4.0,7.0,57.1%,2.0,5.0,40.0%,2.0,2.0,4.0,6.0,1.0,0.0,2.0,4.0,20.0,14.0,6.0,Away,Kyrie Irving
97,73.0,2024-05-26,32-064,DAL,,MIN,W (+9),1,41,12.0,20.0,60.0%,3.0,6.0,50.0%,6.0,8.0,75.0%,0.0,3.0,3.0,4.0,1.0,0.0,4.0,1.0,33.0,23.3,12.0,Home,Kyrie Irving
98,74.0,2024-05-28,32-066,DAL,,MIN,L (-5),1,41,6.0,18.0,33.3%,1.0,6.0,16.7%,3.0,3.0,100.0%,2.0,0.0,2.0,4.0,1.0,0.0,4.0,2.0,16.0,6.2,-2.0,Home,Kyrie Irving
99,75.0,2024-05-30,32-068,DAL,@,MIN,W (+21),1,39,14.0,27.0,51.9%,4.0,10.0,40.0%,4.0,4.0,100.0%,1.0,3.0,4.0,5.0,0.0,0.0,0.0,2.0,36.0,27.0,17.0,Away,Kyrie Irving
101,77.0,2024-06-09,32-078,DAL,@,BOS,L (-7),1,41,7.0,18.0,38.9%,0.0,3.0,0.0%,2.0,2.0,100.0%,0.0,2.0,2.0,6.0,0.0,0.0,2.0,4.0,16.0,7.4,-3.0,Away,Kyrie Irving
1,1.0,2023-10-25,24-239,DAL,@,SAS,W (+7),1,34,13.0,25.0,52.0%,3.0,11.0,27.3%,4.0,7.0,57.1%,1.0,12.0,13.0,10.0,2.0,0.0,4.0,1.0,33.0,28.4,4,Away,Luka Dončić
2,2.0,2023-10-27,24-241,DAL,,BRK,W (+5),1,36,16.0,25.0,64.0%,9.0,14.0,64.3%,8.0,10.0,80.0%,1.0,9.0,10.0,7.0,0.0,0.0,0.0,1.0,49.0,45.0,9,Home,Luka Dončić
3,3.0,2023-10-30,24-244,DAL,@,MEM,W (+15),1,40,11.0,22.0,50.0%,6.0,12.0,50.0%,7.0,10.0,70.0%,0.0,12.0,12.0,12.0,1.0,1.0,6.0,4.0,35.0,28.9,6,Away,Luka Dončić
4,4.0,2023-11-01,24-246,DAL,,CHI,W (+9),1,40,5.0,16.0,31.3%,1.0,8.0,12.5%,7.0,9.0,77.8%,0.0,7.0,7.0,10.0,2.0,1.0,6.0,2.0,18.0,13.0,11,Home,Luka Dončić
5,5.0,2023-11-03,24-248,DAL,@,DEN,L (-11),1,38,11.0,24.0,45.8%,6.0,11.0,54.5%,6.0,7.0,85.7%,3.0,7.0,10.0,8.0,0.0,1.0,9.0,2.0,34.0,21.9,-4,Away,Luka Dončić
6,6.0,2023-11-05,24-250,DAL,,CHO,W (+6),1,36,8.0,19.0,42.1%,1.0,9.0,11.1%,6.0,7.0,85.7%,1.0,11.0,12.0,9.0,0.0,1.0,4.0,3.0,23.0,18.3,3,Home,Luka Dončić
7,7.0,2023-11-06,24-251,DAL,@,ORL,W (+15),1,35,9.0,17.0,52.9%,5.0,10.0,50.0%,6.0,6.0,100.0%,0.0,3.0,3.0,6.0,2.0,0.0,6.0,2.0,29.0,21.0,7,Away,Luka Dončić
8,8.0,2023-11-08,24-253,DAL,,TOR,L (-11),1,38,11.0,26.0,42.3%,2.0,10.0,20.0%,7.0,10.0,70.0%,0.0,7.0,7.0,8.0,4.0,1.0,4.0,3.0,31.0,23.2,-7,Home,Luka Dončić
9,9.0,2023-11-10,24-255,DAL,,LAC,W (+18),1,31,17.0,21.0,81.0%,6.0,9.0,66.7%,4.0,4.0,100.0%,0.0,6.0,6.0,6.0,1.0,0.0,1.0,1.0,44.0,41.7,32,Home,Luka Dončić
10,10.0,2023-11-12,24-257,DAL,@,NOP,W (+12),1,27,11.0,18.0,61.1%,4.0,9.0,44.4%,4.0,5.0,80.0%,0.0,4.0,4.0,9.0,1.0,0.0,2.0,0.0,30.0,27.9,14,Away,Luka Dončić
11,11.0,2023-11-14,24-259,DAL,@,NOP,L (-21),1,26,5.0,16.0,31.3%,3.0,5.0,60.0%,3.0,5.0,60.0%,1.0,1.0,2.0,2.0,0.0,0.0,8.0,0.0,16.0,0.4,-26,Away,Luka Dončić
12,12.0,2023-11-15,24-260,DAL,@,WAS,W (+13),1,32,7.0,18.0,38.9%,4.0,11.0,36.4%,8.0,12.0,66.7%,1.0,6.0,7.0,10.0,0.0,0.0,3.0,2.0,26.0,20.3,12,Away,Luka Dončić
13,13.0,2023-11-18,24-263,DAL,@,MIL,L (-7),1,35,15.0,26.0,57.7%,4.0,9.0,44.4%,1.0,4.0,25.0%,1.0,8.0,9.0,9.0,0.0,0.0,3.0,1.0,35.0,27.6,-17,Away,Luka Dončić
14,14.0,2023-11-19,24-264,DAL,,SAC,L (-16),1,31,7.0,19.0,36.8%,3.0,7.0,42.9%,8.0,10.0,80.0%,1.0,9.0,10.0,7.0,3.0,0.0,2.0,0.0,25.0,23.0,-14,Home,Luka Dončić
15,15.0,2023-11-22,24-267,DAL,@,LAL,W (+3),1,38,10.0,26.0,38.5%,3.0,12.0,25.0%,7.0,8.0,87.5%,0.0,12.0,12.0,8.0,2.0,0.0,0.0,2.0,30.0,25.8,-11,Away,Luka Dončić
16,16.0,2023-11-25,24-270,DAL,@,LAC,L (-19),1,38,12.0,27.0,44.4%,1.0,8.0,12.5%,5.0,5.0,100.0%,0.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,30.0,17.4,-14,Away,Luka Dončić
17,17.0,2023-11-28,24-273,DAL,,HOU,W (+6),1,37,15.0,29.0,51.7%,3.0,10.0,30.0%,8.0,9.0,88.9%,0.0,9.0,9.0,9.0,2.0,0.0,0.0,3.0,41.0,36.1,12,Home,Luka Dončić
19,18.0,2023-12-02,24-277,DAL,,OKC,L (-6),1,45,11.0,22.0,50.0%,5.0,13.0,38.5%,9.0,14.0,64.3%,2.0,13.0,15.0,18.0,2.0,2.0,7.0,2.0,36.0,36.5,-7,Home,Luka Dončić
20,19.0,2023-12-06,24-281,DAL,,UTA,W (+50),1,31,14.0,25.0,56.0%,6.0,12.0,50.0%,6.0,8.0,75.0%,2.0,8.0,10.0,11.0,1.0,0.0,4.0,2.0,40.0,35.0,34,Home,Luka Dončić
21,20.0,2023-12-08,24-283,DAL,@,POR,W (+13),1,41,11.0,28.0,39.3%,3.0,14.0,21.4%,7.0,8.0,87.5%,0.0,6.0,6.0,10.0,1.0,1.0,5.0,1.0,32.0,21.5,13,Away,Luka Dončić
22,21.0,2023-12-11,24-286,DAL,@,MEM,W (+7),1,43,9.0,21.0,42.9%,5.0,10.0,50.0%,12.0,13.0,92.3%,0.0,8.0,8.0,6.0,2.0,2.0,3.0,3.0,35.0,29.3,3,Away,Luka Dončić
23,22.0,2023-12-12,24-287,DAL,,LAL,W (+2),1,43,12.0,28.0,42.9%,3.0,10.0,30.0%,6.0,6.0,100.0%,0.0,6.0,6.0,17.0,1.0,0.0,4.0,0.0,33.0,28.9,10,Home,Luka Dončić
24,23.0,2023-12-14,24-289,DAL,,MIN,L (-18),1,39,15.0,27.0,55.6%,2.0,7.0,28.6%,7.0,7.0,100.0%,1.0,5.0,6.0,13.0,2.0,0.0,8.0,2.0,39.0,30.6,-12,Home,Luka Dončić
25,24.0,2023-12-16,24-291,DAL,@,POR,W (+11),1,37,15.0,28.0,53.6%,4.0,12.0,33.3%,6.0,6.0,100.0%,2.0,10.0,12.0,10.0,1.0,0.0,4.0,3.0,40.0,33.6,-4,Away,Luka Dončić
26,25.0,2023-12-18,24-293,DAL,@,DEN,L (-26),1,36,13.0,24.0,54.2%,6.0,12.0,50.0%,6.0,10.0,60.0%,3.0,8.0,11.0,8.0,0.0,0.0,3.0,1.0,38.0,31.5,-29,Away,Luka Dončić
27,26.0,2023-12-20,24-295,DAL,,LAC,L (-9),1,44,9.0,25.0,36.0%,2.0,11.0,18.2%,8.0,14.0,57.1%,1.0,8.0,9.0,10.0,1.0,0.0,5.0,1.0,28.0,17.4,-4,Home,Luka Dončić
29,27.0,2023-12-23,24-298,DAL,,SAS,W (+25),1,31,13.0,27.0,48.1%,5.0,10.0,50.0%,8.0,11.0,72.7%,2.0,10.0,12.0,10.0,1.0,1.0,2.0,1.0,39.0,34.8,37,Home,Luka Dončić
30,28.0,2023-12-25,24-300,DAL,@,PHO,W (+14),1,43,15.0,25.0,60.0%,8.0,16.0,50.0%,12.0,12.0,100.0%,1.0,5.0,6.0,15.0,4.0,3.0,4.0,2.0,50.0,52.5,16,Away,Luka Dončić
31,29.0,2023-12-27,24-302,DAL,,CLE,L (-3),1,36,14.0,29.0,48.3%,3.0,10.0,30.0%,8.0,10.0,80.0%,0.0,7.0,7.0,6.0,2.0,2.0,5.0,0.0,39.0,28.2,-9,Home,Luka Dončić
33,30.0,2023-12-30,24-305,DAL,@,GSW,W (+10),1,37,14.0,29.0,48.3%,5.0,13.0,38.5%,6.0,7.0,85.7%,0.0,8.0,8.0,10.0,1.0,1.0,4.0,3.0,39.0,29.8,9,Away,Luka Dončić
34,31.0,2024-01-01,24-307,DAL,@,UTA,L (-37),1,33,6.0,20.0,30.0%,3.0,13.0,23.1%,4.0,6.0,66.7%,0.0,6.0,6.0,14.0,1.0,0.0,4.0,1.0,19.0,14.8,-17,Away,Luka Dončić
35,32.0,2024-01-03,24-309,DAL,,POR,W (+29),1,30,13.0,21.0,61.9%,4.0,7.0,57.1%,11.0,14.0,78.6%,0.0,6.0,6.0,5.0,1.0,0.0,4.0,1.0,41.0,32.2,23,Home,Luka Dončić
37,33.0,2024-01-07,24-313,DAL,,MIN,W (+7),1,39,12.0,26.0,46.2%,5.0,12.0,41.7%,5.0,8.0,62.5%,0.0,6.0,6.0,8.0,1.0,0.0,3.0,3.0,34.0,23.6,5,Home,Luka Dončić
38,34.0,2024-01-09,24-315,DAL,,MEM,L (-17),1,35,9.0,21.0,42.9%,2.0,8.0,25.0%,11.0,15.0,73.3%,0.0,6.0,6.0,6.0,3.0,0.0,3.0,1.0,31.0,23.9,-14,Home,Luka Dončić
42,35.0,2024-01-17,24-323,DAL,@,LAL,L (-17),1,36,12.0,24.0,50.0%,2.0,9.0,22.2%,7.0,9.0,77.8%,0.0,13.0,13.0,10.0,2.0,2.0,4.0,2.0,33.0,29.7,-15,Away,Luka Dončić
43,36.0,2024-01-22,24-328,DAL,,BOS,L (-9),1,39,12.0,30.0,40.0%,2.0,8.0,25.0%,7.0,11.0,63.6%,5.0,13.0,18.0,13.0,2.0,0.0,3.0,5.0,33.0,28.7,-13,Home,Luka Dončić
44,37.0,2024-01-24,24-330,DAL,,PHO,L (-23),1,38,11.0,24.0,45.8%,4.0,11.0,36.4%,8.0,12.0,66.7%,1.0,7.0,8.0,9.0,1.0,2.0,5.0,1.0,34.0,26.1,-22,Home,Luka Dončić
45,38.0,2024-01-26,24-332,DAL,@,ATL,W (+5),1,44,25.0,33.0,75.8%,8.0,13.0,61.5%,15.0,16.0,93.8%,0.0,10.0,10.0,7.0,1.0,0.0,4.0,1.0,73.0,64.0,13,Away,Luka Dončić
46,39.0,2024-01-27,24-333,DAL,,SAC,L (-5),1,46,9.0,26.0,34.6%,1.0,9.0,11.1%,9.0,12.0,75.0%,2.0,8.0,10.0,17.0,2.0,1.0,3.0,3.0,28.0,26.4,2,Home,Luka Dončić
47,40.0,2024-01-29,24-335,DAL,,ORL,W (+2),1,43,12.0,23.0,52.2%,3.0,8.0,37.5%,18.0,21.0,85.7%,0.0,9.0,9.0,15.0,2.0,0.0,4.0,4.0,45.0,42.1,3,Home,Luka Dončić
49,41.0,2024-02-03,24-340,DAL,,MIL,L (-12),1,42,13.0,26.0,50.0%,4.0,12.0,33.3%,10.0,11.0,90.9%,1.0,8.0,9.0,11.0,1.0,0.0,9.0,4.0,40.0,27.8,-12,Home,Luka Dončić
50,42.0,2024-02-05,24-342,DAL,@,PHI,W (+16),1,35,6.0,15.0,40.0%,4.0,10.0,40.0%,3.0,5.0,60.0%,0.0,8.0,8.0,3.0,1.0,0.0,3.0,3.0,19.0,11.4,17,Away,Luka Dončić
51,43.0,2024-02-06,24-343,DAL,@,BRK,W (+12),1,43,13.0,27.0,48.1%,4.0,11.0,36.4%,5.0,10.0,50.0%,1.0,17.0,18.0,9.0,2.0,1.0,1.0,3.0,35.0,31.9,6,Away,Luka Dončić
52,44.0,2024-02-08,24-345,DAL,@,NYK,W (+14),1,40,13.0,24.0,54.2%,7.0,14.0,50.0%,6.0,7.0,85.7%,0.0,8.0,8.0,11.0,4.0,1.0,3.0,1.0,39.0,38.4,18,Away,Luka Dončić
53,45.0,2024-02-10,24-347,DAL,,OKC,W (+35),1,31,9.0,14.0,64.3%,4.0,8.0,50.0%,10.0,13.0,76.9%,0.0,8.0,8.0,9.0,0.0,0.0,3.0,3.0,32.0,29.1,18,Home,Luka Dončić
54,46.0,2024-02-12,24-349,DAL,,WAS,W (+8),1,37,8.0,16.0,50.0%,2.0,7.0,28.6%,8.0,11.0,72.7%,1.0,10.0,11.0,15.0,1.0,2.0,5.0,3.0,26.0,27.2,19,Home,Luka Dončić
55,47.0,2024-02-14,24-351,DAL,,SAS,W (+23),1,31,11.0,20.0,55.0%,1.0,8.0,12.5%,4.0,4.0,100.0%,0.0,9.0,9.0,8.0,2.0,1.0,5.0,2.0,27.0,22.6,25,Home,Luka Dončić
56,48.0,2024-02-22,24-359,DAL,,PHO,W (+10),1,38,14.0,27.0,51.9%,6.0,11.0,54.5%,7.0,7.0,100.0%,0.0,9.0,9.0,11.0,3.0,0.0,3.0,4.0,41.0,36.5,9,Home,Luka Dončić
57,49.0,2024-02-25,24-362,DAL,@,IND,L (-22),1,33,10.0,21.0,47.6%,4.0,8.0,50.0%,9.0,12.0,75.0%,1.0,5.0,6.0,6.0,1.0,2.0,3.0,4.0,33.0,25.3,-13,Away,Luka Dončić
58,50.0,2024-02-27,24-364,DAL,@,CLE,L (-2),1,41,17.0,29.0,58.6%,6.0,11.0,54.5%,5.0,5.0,100.0%,0.0,9.0,9.0,14.0,3.0,0.0,1.0,1.0,45.0,45.6,13,Away,Luka Dončić
59,51.0,2024-02-28,25-000,DAL,@,TOR,W (+11),1,35,11.0,23.0,47.8%,1.0,8.0,12.5%,7.0,9.0,77.8%,1.0,11.0,12.0,16.0,2.0,0.0,5.0,3.0,30.0,28.5,11,Away,Luka Dončić
60,52.0,2024-03-01,25-002,DAL,@,BOS,L (-28),1,36,14.0,25.0,56.0%,3.0,9.0,33.3%,6.0,8.0,75.0%,3.0,9.0,12.0,11.0,0.0,0.0,2.0,3.0,37.0,33.6,-20,Away,Luka Dončić
61,53.0,2024-03-03,25-004,DAL,,PHI,L (-4),1,40,14.0,27.0,51.9%,4.0,10.0,40.0%,6.0,6.0,100.0%,2.0,9.0,11.0,10.0,1.0,0.0,7.0,2.0,38.0,29.0,9,Home,Luka Dončić
62,54.0,2024-03-05,25-006,DAL,,IND,L (-17),1,42,15.0,30.0,50.0%,4.0,13.0,30.8%,5.0,6.0,83.3%,0.0,10.0,10.0,11.0,0.0,0.0,5.0,4.0,39.0,27.7,-18,Home,Luka Dončić
63,55.0,2024-03-07,25-008,DAL,,MIA,W (+6),1,39,12.0,24.0,50.0%,7.0,13.0,53.8%,4.0,4.0,100.0%,0.0,11.0,11.0,11.0,1.0,0.0,4.0,2.0,35.0,30.2,11,Home,Luka Dončić
64,56.0,2024-03-09,25-010,DAL,@,DET,W (+18),1,36,13.0,24.0,54.2%,4.0,13.0,30.8%,9.0,10.0,90.0%,0.0,10.0,10.0,10.0,3.0,2.0,6.0,1.0,39.0,35.0,13,Away,Luka Dončić
65,57.0,2024-03-11,25-012,DAL,@,CHI,W (+35),1,33,9.0,23.0,39.1%,6.0,15.0,40.0%,3.0,4.0,75.0%,2.0,10.0,12.0,14.0,1.0,0.0,2.0,2.0,27.0,26.5,34,Away,Luka Dončić
66,58.0,2024-03-13,25-014,DAL,,GSW,W (+10),1,29,7.0,18.0,38.9%,1.0,6.0,16.7%,6.0,8.0,75.0%,1.0,2.0,3.0,9.0,0.0,0.0,6.0,0.0,21.0,12.0,14,Home,Luka Dončić
68,59.0,2024-03-17,25-018,DAL,,DEN,W (+2),1,40,12.0,27.0,44.4%,5.0,11.0,45.5%,8.0,10.0,80.0%,4.0,6.0,10.0,3.0,2.0,0.0,3.0,3.0,37.0,26.6,-1,Home,Luka Dončić
69,60.0,2024-03-19,25-020,DAL,@,SAS,W (+6),1,40,6.0,27.0,22.2%,2.0,12.0,16.7%,4.0,5.0,80.0%,0.0,10.0,10.0,16.0,1.0,0.0,4.0,0.0,18.0,12.3,5,Away,Luka Dončić
70,61.0,2024-03-21,25-022,DAL,,UTA,W (+16),1,34,11.0,23.0,47.8%,4.0,10.0,40.0%,8.0,12.0,66.7%,1.0,8.0,9.0,8.0,4.0,0.0,4.0,2.0,34.0,28.6,-3,Home,Luka Dončić
71,62.0,2024-03-25,25-026,DAL,@,UTA,W (+10),1,41,10.0,24.0,41.7%,2.0,11.0,18.2%,7.0,8.0,87.5%,2.0,10.0,12.0,13.0,1.0,1.0,4.0,3.0,29.0,25.8,10,Away,Luka Dončić
72,63.0,2024-03-26,25-027,DAL,@,SAC,W (+36),1,31,10.0,18.0,55.6%,4.0,8.0,50.0%,4.0,5.0,80.0%,1.0,10.0,11.0,6.0,2.0,0.0,4.0,4.0,28.0,23.3,18,Away,Luka Dončić
73,64.0,2024-03-29,25-030,DAL,@,SAC,W (+4),1,40,6.0,14.0,42.9%,4.0,8.0,50.0%,10.0,14.0,71.4%,0.0,9.0,9.0,12.0,2.0,0.0,5.0,2.0,26.0,24.3,6,Away,Luka Dončić
74,65.0,2024-03-31,25-032,DAL,@,HOU,W (+18),1,35,18.0,30.0,60.0%,9.0,16.0,56.3%,2.0,5.0,40.0%,0.0,12.0,12.0,7.0,2.0,0.0,4.0,1.0,47.0,38.1,12,Away,Luka Dončić
75,66.0,2024-04-02,25-034,DAL,@,GSW,L (-4),1,39,11.0,22.0,50.0%,5.0,11.0,45.5%,3.0,4.0,75.0%,1.0,11.0,12.0,11.0,0.0,0.0,5.0,1.0,30.0,24.9,9,Away,Luka Dončić
76,67.0,2024-04-04,25-036,DAL,,ATL,W (+14),1,37,8.0,25.0,32.0%,6.0,15.0,40.0%,3.0,3.0,100.0%,0.0,12.0,12.0,8.0,2.0,1.0,5.0,3.0,25.0,16.4,21,Home,Luka Dončić
78,68.0,2024-04-07,25-039,DAL,,HOU,W (+11),1,45,12.0,21.0,57.1%,4.0,10.0,40.0%,9.0,9.0,100.0%,2.0,7.0,9.0,12.0,0.0,2.0,7.0,5.0,37.0,31.4,20,Home,Luka Dončić
79,69.0,2024-04-09,25-041,DAL,@,CHO,W (+26),1,34,13.0,25.0,52.0%,8.0,17.0,47.1%,5.0,7.0,71.4%,2.0,10.0,12.0,10.0,0.0,1.0,4.0,2.0,39.0,33.2,22,Away,Luka Dončić
