Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Home/Away,Player
80,70.0,2024-04-10,25-042,DAL,@,MIA,W (+19),1,35,9.0,23.0,39.1%,4.0,15.0,26.7%,7.0,8.0,87.5%,1.0,8.0,9.0,9.0,0.0,0.0,3.0,4.0,29.0,20.9,7,Away,Luka Dončić
83,71.0,2024-04-21,25-053,DAL,@,LAC,L (-12),1,42,11.0,26.0,42.3%,4.0,12.0,33.3%,7.0,8.0,87.5%,1.0,12.0,13.0,6.0,1.0,0.0,4.0,1.0,33.0,23.9,3,Away,Luka Dončić
84,72.0,2024-04-23,25-055,DAL,@,LAC,W (+3),1,45,11.0,26.0,42.3%,5.0,14.0,35.7%,5.0,6.0,83.3%,0.0,6.0,6.0,9.0,1.0,1.0,3.0,3.0,32.0,23.4,8,Away,Luka Dončić
85,73.0,2024-04-26,25-058,DAL,,LAC,W (+11),1,40,7.0,25.0,28.0%,3.0,14.0,21.4%,5.0,7.0,71.4%,1.0,9.0,10.0,9.0,2.0,0.0,5.0,2.0,22.0,12.4,11,Home,Luka Dončić
86,74.0,2024-04-28,25-060,DAL,,LAC,L (-5),1,44,10.0,24.0,41.7%,1.0,9.0,11.1%,8.0,10.0,80.0%,4.0,6.0,10.0,10.0,0.0,1.0,3.0,5.0,29.0,22.7,10,Home,Luka Dončić
87,75.0,2024-05-01,25-063,DAL,@,LAC,W (+30),1,39,14.0,26.0,53.8%,2.0,8.0,25.0%,5.0,5.0,100.0%,1.0,6.0,7.0,10.0,1.0,0.0,2.0,4.0,35.0,29.3,28,Away,Luka Dončić
88,76.0,2024-05-03,25-065,DAL,,LAC,W (+13),1,43,9.0,26.0,34.6%,1.0,10.0,10.0%,9.0,11.0,81.8%,1.0,6.0,7.0,13.0,1.0,1.0,5.0,5.0,28.0,18.9,9,Home,Luka Dončić
89,77.0,2024-05-07,25-069,DAL,@,OKC,L (-22),1,40,6.0,19.0,31.6%,1.0,8.0,12.5%,6.0,10.0,60.0%,0.0,6.0,6.0,9.0,2.0,0.0,5.0,0.0,19.0,11.6,-21,Away,Luka Dončić
90,78.0,2024-05-09,25-071,DAL,@,OKC,W (+9),1,41,11.0,21.0,52.4%,5.0,8.0,62.5%,2.0,2.0,100.0%,0.0,10.0,10.0,7.0,3.0,1.0,1.0,0.0,29.0,29.3,6,Away,Luka Dončić
91,79.0,2024-05-11,25-073,DAL,,OKC,W (+4),1,39,7.0,17.0,41.2%,1.0,4.0,25.0%,7.0,10.0,70.0%,3.0,12.0,15.0,5.0,2.0,0.0,4.0,1.0,22.0,18.5,3,Home,Luka Dončić
92,80.0,2024-05-13,25-075,DAL,,OKC,L (-4),1,41,6.0,20.0,30.0%,2.0,9.0,22.2%,4.0,6.0,66.7%,1.0,11.0,12.0,10.0,2.0,1.0,7.0,4.0,18.0,10.7,1,Home,Luka Dončić
93,81.0,2024-05-15,25-077,DAL,@,OKC,W (+12),1,41,12.0,22.0,54.5%,5.0,11.0,45.5%,2.0,3.0,66.7%,0.0,10.0,10.0,11.0,0.0,1.0,3.0,3.0,31.0,27.2,13,Away,Luka Dončić
94,82.0,2024-05-18,25-080,DAL,,OKC,W (+1),1,44,9.0,15.0,60.0%,4.0,6.0,66.7%,7.0,7.0,100.0%,0.0,10.0,10.0,10.0,2.0,0.0,7.0,4.0,29.0,25.5,7,Home,Luka Dončić
95,83.0,2024-05-22,25-084,DAL,@,MIN,W (+3),1,40,12.0,26.0,46.2%,3.0,10.0,30.0%,6.0,7.0,85.7%,0.0,6.0,6.0,8.0,3.0,1.0,4.0,2.0,33.0,25.5,-9,Away,Luka Dončić
96,84.0,2024-05-24,25-086,DAL,@,MIN,W (+1),1,41,10.0,23.0,43.5%,5.0,11.0,45.5%,7.0,7.0,100.0%,1.0,9.0,10.0,13.0,0.0,0.0,4.0,0.0,32.0,28.4,6,Away,Luka Dončić
97,85.0,2024-05-26,25-088,DAL,,MIN,W (+9),1,41,10.0,20.0,50.0%,5.0,11.0,45.5%,8.0,10.0,80.0%,1.0,6.0,7.0,5.0,5.0,1.0,3.0,2.0,33.0,30.1,6,Home,Luka Dončić
98,86.0,2024-05-28,25-090,DAL,,MIN,L (-5),1,40,7.0,21.0,33.3%,4.0,11.0,36.4%,10.0,12.0,83.3%,2.0,13.0,15.0,10.0,1.0,0.0,3.0,4.0,28.0,24.0,-13,Home,Luka Dončić
99,87.0,2024-05-30,25-092,DAL,@,MIN,W (+21),1,36,14.0,22.0,63.6%,6.0,10.0,60.0%,2.0,3.0,66.7%,0.0,10.0,10.0,5.0,2.0,0.0,4.0,2.0,36.0,29.5,22,Away,Luka Dončić
100,88.0,2024-06-06,25-099,DAL,@,BOS,L (-18),1,38,12.0,26.0,46.2%,4.0,12.0,33.3%,2.0,5.0,40.0%,0.0,10.0,10.0,1.0,2.0,0.0,4.0,1.0,30.0,16.7,-10,Away,Luka Dončić
101,89.0,2024-06-09,25-102,DAL,@,BOS,L (-7),1,42,12.0,21.0,57.1%,4.0,9.0,44.4%,4.0,8.0,50.0%,0.0,11.0,11.0,11.0,4.0,0.0,8.0,1.0,32.0,27.1,c,Away,Luka Dončić
1,1.0,2023-10-25,25-236,BOS,@,NYK,W (+4),1,38,13.0,22.0,59.1%,3.0,8.0,37.5%,5.0,6.0,83.3%,0.0,11.0,11.0,4.0,2.0,1.0,4.0,3.0,34.0,27.0,0.0,Away,Jayson Tatum
2,2.0,2023-10-27,25-238,BOS,,MIA,W (+8),1,41,9.0,22.0,40.9%,3.0,10.0,30.0%,1.0,3.0,33.3%,0.0,8.0,8.0,5.0,1.0,0.0,2.0,4.0,22.0,12.7,13.0,Home,Jayson Tatum
3,3.0,2023-10-30,25-241,BOS,@,WAS,W (+19),1,27,14.0,21.0,66.7%,4.0,9.0,44.4%,1.0,1.0,100.0%,0.0,6.0,6.0,3.0,0.0,0.0,2.0,2.0,33.0,25.0,27.0,Away,Jayson Tatum
4,4.0,2023-11-01,25-243,BOS,,IND,W (+51),1,26,9.0,15.0,60.0%,3.0,5.0,60.0%,9.0,10.0,90.0%,2.0,10.0,12.0,4.0,0.0,0.0,2.0,1.0,30.0,27.5,36.0,Home,Jayson Tatum
5,5.0,2023-11-04,25-246,BOS,@,BRK,W (+10),1,40,10.0,20.0,50.0%,6.0,10.0,60.0%,6.0,6.0,100.0%,1.0,10.0,11.0,1.0,0.0,0.0,3.0,1.0,32.0,23.0,18.0,Away,Jayson Tatum
6,6.0,2023-11-06,25-248,BOS,@,MIN,L (-5),1,42,12.0,22.0,54.5%,2.0,8.0,25.0%,6.0,8.0,75.0%,0.0,5.0,5.0,2.0,5.0,0.0,6.0,2.0,32.0,21.7,3.0,Away,Jayson Tatum
7,7.0,2023-11-08,25-250,BOS,@,PHI,L (-3),1,37,6.0,14.0,42.9%,2.0,6.0,33.3%,2.0,3.0,66.7%,1.0,14.0,15.0,6.0,3.0,0.0,2.0,2.0,16.0,17.5,-1.0,Away,Jayson Tatum
8,8.0,2023-11-10,25-252,BOS,,BRK,W (+14),1,33,6.0,17.0,35.3%,4.0,11.0,36.4%,7.0,9.0,77.8%,1.0,9.0,10.0,3.0,0.0,0.0,2.0,1.0,23.0,15.8,28.0,Home,Jayson Tatum
9,9.0,2023-11-11,25-253,BOS,,TOR,W (+23),1,34,10.0,18.0,55.6%,3.0,9.0,33.3%,4.0,6.0,66.7%,0.0,5.0,5.0,4.0,0.0,1.0,1.0,2.0,27.0,20.8,42.0,Home,Jayson Tatum
10,10.0,2023-11-13,25-255,BOS,,NYK,W (+16),1,39,13.0,23.0,56.5%,5.0,12.0,41.7%,4.0,5.0,80.0%,1.0,5.0,6.0,7.0,1.0,0.0,3.0,5.0,35.0,26.8,12.0,Home,Jayson Tatum
11,11.0,2023-11-15,25-257,BOS,@,PHI,W (+10),1,38,10.0,23.0,43.5%,4.0,10.0,40.0%,5.0,6.0,83.3%,2.0,6.0,8.0,6.0,2.0,0.0,3.0,1.0,29.0,22.5,2.0,Away,Jayson Tatum
13,13.0,2023-11-19,25-261,BOS,@,MEM,W (+2),1,35,7.0,13.0,53.8%,1.0,1.0,100.0%,5.0,6.0,83.3%,2.0,7.0,9.0,5.0,1.0,1.0,8.0,4.0,20.0,12.4,-1.0,Away,Jayson Tatum
14,14.0,2023-11-20,25-262,BOS,@,CHO,L (-3),1,43,15.0,28.0,53.6%,7.0,15.0,46.7%,8.0,10.0,80.0%,0.0,13.0,13.0,6.0,0.0,2.0,3.0,1.0,45.0,36.7,-5.0,Away,Jayson Tatum
15,15.0,2023-11-22,25-264,BOS,,MIL,W (+3),1,36,7.0,17.0,41.2%,2.0,9.0,22.2%,7.0,9.0,77.8%,0.0,11.0,11.0,4.0,0.0,1.0,2.0,2.0,23.0,17.1,-2.0,Home,Jayson Tatum
16,16.0,2023-11-24,25-266,BOS,@,ORL,L (-17),1,38,7.0,16.0,43.8%,0.0,3.0,0.0%,12.0,13.0,92.3%,0.0,5.0,5.0,3.0,2.0,0.0,2.0,3.0,26.0,19.6,-21.0,Away,Jayson Tatum
17,17.0,2023-11-26,25-268,BOS,,ATL,W (+10),1,38,11.0,25.0,44.0%,5.0,13.0,38.5%,7.0,10.0,70.0%,1.0,8.0,9.0,4.0,2.0,0.0,6.0,2.0,34.0,20.8,3.0,Home,Jayson Tatum
18,18.0,2023-11-28,25-270,BOS,,CHI,W (+27),1,35,8.0,16.0,50.0%,2.0,8.0,25.0%,3.0,3.0,100.0%,1.0,6.0,7.0,4.0,0.0,0.0,4.0,2.0,21.0,13.5,18.0,Home,Jayson Tatum
19,19.0,2023-12-01,25-273,BOS,,PHI,W (+6),1,27,6.0,9.0,66.7%,2.0,5.0,40.0%,7.0,9.0,77.8%,0.0,7.0,7.0,4.0,1.0,1.0,7.0,1.0,21.0,15.5,-7.0,Home,Jayson Tatum
20,20.0,2023-12-04,25-276,BOS,@,IND,L (-10),1,37,13.0,26.0,50.0%,2.0,8.0,25.0%,4.0,7.0,57.1%,1.0,11.0,12.0,6.0,1.0,0.0,2.0,2.0,32.0,24.2,-14.0,Away,Jayson Tatum
21,21.0,2023-12-08,25-280,BOS,,NYK,W (+10),1,38,8.0,18.0,44.4%,3.0,9.0,33.3%,6.0,8.0,75.0%,0.0,6.0,6.0,5.0,1.0,0.0,0.0,3.0,25.0,19.9,17.0,Home,Jayson Tatum
22,22.0,2023-12-12,25-284,BOS,,CLE,W (+7),1,40,7.0,19.0,36.8%,2.0,9.0,22.2%,9.0,9.0,100.0%,0.0,10.0,10.0,5.0,0.0,2.0,4.0,3.0,25.0,17.2,9.0,Home,Jayson Tatum
23,23.0,2023-12-14,25-286,BOS,,CLE,W (+9),1,36,9.0,22.0,40.9%,3.0,10.0,30.0%,6.0,8.0,75.0%,3.0,8.0,11.0,3.0,0.0,3.0,3.0,1.0,27.0,19.7,2.0,Home,Jayson Tatum
24,24.0,2023-12-15,25-287,BOS,,ORL,W (+17),1,38,11.0,22.0,50.0%,2.0,9.0,22.2%,6.0,9.0,66.7%,0.0,6.0,6.0,4.0,0.0,0.0,2.0,3.0,30.0,19.2,14.0,Home,Jayson Tatum
25,25.0,2023-12-17,25-289,BOS,,ORL,W (+17),1,30,8.0,21.0,38.1%,4.0,6.0,66.7%,3.0,4.0,75.0%,3.0,5.0,8.0,3.0,0.0,1.0,1.0,3.0,23.0,15.3,9.0,Home,Jayson Tatum
26,26.0,2023-12-19,25-291,BOS,@,GSW,L (-6),1,40,5.0,17.0,29.4%,2.0,9.0,22.2%,3.0,3.0,100.0%,3.0,5.0,8.0,7.0,2.0,0.0,0.0,0.0,15.0,15.6,-9.0,Away,Jayson Tatum
28,27.0,2023-12-23,25-295,BOS,@,LAC,W (+37),1,30,9.0,16.0,56.3%,5.0,10.0,50.0%,7.0,9.0,77.8%,0.0,4.0,4.0,2.0,1.0,0.0,2.0,0.0,30.0,23.2,19.0,Away,Jayson Tatum
29,28.0,2023-12-25,25-297,BOS,@,LAL,W (+11),1,41,6.0,15.0,40.0%,1.0,6.0,16.7%,12.0,13.0,92.3%,0.0,8.0,8.0,7.0,0.0,1.0,1.0,0.0,25.0,23.5,10.0,Away,Jayson Tatum
30,29.0,2023-12-28,25-300,BOS,,DET,W (+6),1,43,11.0,31.0,35.5%,2.0,11.0,18.2%,7.0,8.0,87.5%,2.0,5.0,7.0,10.0,5.0,0.0,3.0,4.0,31.0,23.6,10.0,Home,Jayson Tatum
33,31.0,2024-01-02,25-305,BOS,@,OKC,L (-4),1,37,10.0,21.0,47.6%,2.0,5.0,40.0%,8.0,10.0,80.0%,5.0,8.0,13.0,8.0,1.0,0.0,4.0,3.0,30.0,25.8,0.0,Away,Jayson Tatum
34,32.0,2024-01-05,25-308,BOS,,UTA,W (+29),1,24,6.0,12.0,50.0%,5.0,8.0,62.5%,13.0,14.0,92.9%,0.0,9.0,9.0,5.0,1.0,1.0,1.0,1.0,30.0,30.1,34.0,Home,Jayson Tatum
35,33.0,2024-01-06,25-309,BOS,@,IND,W (+17),1,37,14.0,23.0,60.9%,8.0,13.0,61.5%,2.0,4.0,50.0%,1.0,12.0,13.0,6.0,1.0,0.0,4.0,4.0,38.0,30.6,19.0,Away,Jayson Tatum
37,34.0,2024-01-10,25-313,BOS,,MIN,W (+7),1,42,13.0,26.0,50.0%,6.0,11.0,54.5%,13.0,14.0,92.9%,0.0,4.0,4.0,2.0,1.0,0.0,1.0,3.0,45.0,33.0,3.0,Home,Jayson Tatum
38,35.0,2024-01-11,25-314,BOS,@,MIL,L (-33),1,15,2.0,6.0,33.3%,0.0,1.0,0.0%,3.0,4.0,75.0%,0.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,7.0,3.8,-31.0,Away,Jayson Tatum
39,36.0,2024-01-13,25-316,BOS,,HOU,W (+32),1,29,9.0,17.0,52.9%,4.0,7.0,57.1%,5.0,7.0,71.4%,1.0,7.0,8.0,5.0,1.0,1.0,2.0,2.0,27.0,23.1,9.0,Home,Jayson Tatum
40,37.0,2024-01-15,25-318,BOS,@,TOR,W (+9),1,37,7.0,19.0,36.8%,1.0,6.0,16.7%,4.0,4.0,100.0%,0.0,14.0,14.0,6.0,1.0,1.0,1.0,2.0,19.0,16.8,8.0,Away,Jayson Tatum
41,38.0,2024-01-17,25-320,BOS,,SAS,W (+19),1,31,9.0,21.0,42.9%,3.0,8.0,37.5%,3.0,5.0,60.0%,0.0,5.0,5.0,2.0,0.0,0.0,2.0,2.0,24.0,12.2,11.0,Home,Jayson Tatum
42,39.0,2024-01-19,25-322,BOS,,DEN,L (-2),1,38,9.0,24.0,37.5%,1.0,8.0,12.5%,3.0,3.0,100.0%,2.0,6.0,8.0,5.0,1.0,0.0,0.0,1.0,22.0,16.1,6.0,Home,Jayson Tatum
43,40.0,2024-01-21,25-324,BOS,@,HOU,W (+9),1,35,4.0,17.0,23.5%,1.0,6.0,16.7%,9.0,12.0,75.0%,1.0,6.0,7.0,3.0,1.0,0.0,2.0,0.0,18.0,10.1,-4.0,Away,Jayson Tatum
44,41.0,2024-01-22,25-325,BOS,@,DAL,W (+9),1,40,11.0,21.0,52.4%,2.0,8.0,25.0%,15.0,19.0,78.9%,0.0,11.0,11.0,5.0,3.0,2.0,0.0,4.0,39.0,36.7,27.0,Away,Jayson Tatum
45,42.0,2024-01-25,25-328,BOS,@,MIA,W (+33),1,32,7.0,15.0,46.7%,3.0,7.0,42.9%,9.0,10.0,90.0%,1.0,7.0,8.0,4.0,0.0,0.0,1.0,1.0,26.0,22.1,22.0,Away,Jayson Tatum
46,43.0,2024-01-27,25-330,BOS,,LAC,L (-19),1,30,8.0,18.0,44.4%,2.0,4.0,50.0%,3.0,3.0,100.0%,3.0,8.0,11.0,1.0,0.0,1.0,3.0,2.0,21.0,13.7,-32.0,Home,Jayson Tatum
47,44.0,2024-01-29,25-332,BOS,,NOP,W (+6),1,37,10.0,18.0,55.6%,2.0,8.0,25.0%,6.0,7.0,85.7%,0.0,10.0,10.0,8.0,3.0,1.0,7.0,1.0,28.0,23.9,9.0,Home,Jayson Tatum
48,45.0,2024-01-30,25-333,BOS,,IND,W (+5),1,38,12.0,19.0,63.2%,4.0,9.0,44.4%,2.0,3.0,66.7%,0.0,7.0,7.0,7.0,1.0,2.0,2.0,2.0,30.0,27.7,-4.0,Home,Jayson Tatum
49,46.0,2024-02-01,25-335,BOS,,LAL,L (-9),1,36,8.0,21.0,38.1%,5.0,10.0,50.0%,2.0,2.0,100.0%,2.0,5.0,7.0,3.0,1.0,1.0,2.0,3.0,23.0,15.0,-12.0,Home,Jayson Tatum
50,47.0,2024-02-04,25-338,BOS,,MEM,W (+40),1,30,12.0,22.0,54.5%,6.0,12.0,50.0%,4.0,4.0,100.0%,1.0,7.0,8.0,7.0,1.0,0.0,2.0,1.0,34.0,29.7,27.0,Home,Jayson Tatum
51,48.0,2024-02-07,25-341,BOS,,ATL,W (+8),1,35,8.0,21.0,38.1%,2.0,13.0,15.4%,2.0,2.0,100.0%,0.0,9.0,9.0,7.0,1.0,0.0,3.0,3.0,20.0,12.9,3.0,Home,Jayson Tatum
52,49.0,2024-02-09,25-343,BOS,,WAS,W (+4),1,38,12.0,22.0,54.5%,3.0,10.0,30.0%,8.0,9.0,88.9%,1.0,9.0,10.0,8.0,1.0,2.0,2.0,1.0,35.0,33.0,9.0,Home,Jayson Tatum
53,50.0,2024-02-11,25-345,BOS,@,MIA,W (+4),1,38,11.0,20.0,55.0%,2.0,6.0,33.3%,2.0,2.0,100.0%,1.0,9.0,10.0,9.0,0.0,2.0,1.0,1.0,26.0,26.1,5.0,Away,Jayson Tatum
54,51.0,2024-02-13,25-347,BOS,@,BRK,W (+8),1,38,14.0,26.0,53.8%,5.0,11.0,45.5%,8.0,8.0,100.0%,0.0,14.0,14.0,5.0,2.0,1.0,2.0,3.0,41.0,35.6,21.0,Away,Jayson Tatum
55,52.0,2024-02-14,25-348,BOS,,BRK,W (+50),1,28,7.0,16.0,43.8%,2.0,7.0,28.6%,4.0,5.0,80.0%,1.0,6.0,7.0,9.0,0.0,0.0,1.0,0.0,20.0,19.0,27.0,Home,Jayson Tatum
56,53.0,2024-02-22,25-356,BOS,@,CHI,W (+17),1,34,8.0,17.0,47.1%,5.0,10.0,50.0%,4.0,6.0,66.7%,0.0,7.0,7.0,5.0,3.0,0.0,3.0,3.0,25.0,19.9,13.0,Away,Jayson Tatum
57,54.0,2024-02-24,25-358,BOS,@,NYK,W (+14),1,43,7.0,15.0,46.7%,2.0,8.0,25.0%,3.0,4.0,75.0%,1.0,5.0,6.0,6.0,2.0,1.0,4.0,3.0,19.0,14.8,15.0,Away,Jayson Tatum
58,55.0,2024-02-27,25-361,BOS,,PHI,W (+18),1,34,9.0,20.0,45.0%,1.0,7.0,14.3%,10.0,11.0,90.9%,0.0,11.0,11.0,8.0,0.0,1.0,1.0,1.0,29.0,26.4,27.0,Home,Jayson Tatum
59,56.0,2024-03-01,25-364,BOS,,DAL,W (+28),1,37,10.0,19.0,52.6%,5.0,9.0,55.6%,7.0,7.0,100.0%,0.0,8.0,8.0,3.0,0.0,0.0,4.0,2.0,32.0,22.4,17.0,Home,Jayson Tatum
60,57.0,2024-03-03,26-000,BOS,,GSW,W (+52),1,25,9.0,13.0,69.2%,4.0,5.0,80.0%,5.0,5.0,100.0%,0.0,3.0,3.0,5.0,1.0,1.0,0.0,2.0,27.0,26.8,40.0,Home,Jayson Tatum
61,58.0,2024-03-05,26-002,BOS,@,CLE,L (-1),1,37,8.0,21.0,38.1%,5.0,9.0,55.6%,5.0,6.0,83.3%,2.0,11.0,13.0,2.0,0.0,0.0,2.0,3.0,26.0,17.0,-7.0,Away,Jayson Tatum
62,59.0,2024-03-07,26-004,BOS,@,DEN,L (-6),1,38,5.0,13.0,38.5%,2.0,5.0,40.0%,3.0,4.0,75.0%,1.0,3.0,4.0,8.0,2.0,0.0,5.0,4.0,15.0,10.1,-2.0,Away,Jayson Tatum
63,60.0,2024-03-09,26-006,BOS,@,PHO,W (+10),1,42,11.0,28.0,39.3%,5.0,9.0,55.6%,2.0,2.0,100.0%,3.0,7.0,10.0,7.0,1.0,0.0,4.0,0.0,29.0,19.9,4.0,Away,Jayson Tatum
64,61.0,2024-03-11,26-008,BOS,@,POR,W (+22),1,35,9.0,23.0,39.1%,2.0,8.0,25.0%,6.0,8.0,75.0%,0.0,5.0,5.0,8.0,0.0,0.0,1.0,0.0,26.0,18.8,16.0,Away,Jayson Tatum
65,62.0,2024-03-12,26-009,BOS,@,UTA,W (+16),1,34,13.0,25.0,52.0%,4.0,10.0,40.0%,8.0,8.0,100.0%,2.0,4.0,6.0,2.0,0.0,1.0,3.0,3.0,38.0,26.2,8.0,Away,Jayson Tatum
66,63.0,2024-03-14,26-011,BOS,,PHO,W (+15),1,33,10.0,18.0,55.6%,4.0,8.0,50.0%,2.0,3.0,66.7%,1.0,4.0,5.0,5.0,0.0,0.0,3.0,3.0,26.0,18.2,26.0,Home,Jayson Tatum
67,64.0,2024-03-17,26-014,BOS,@,WAS,W (+26),1,26,8.0,17.0,47.1%,6.0,12.0,50.0%,8.0,10.0,80.0%,0.0,6.0,6.0,6.0,3.0,1.0,2.0,1.0,30.0,27.8,26.0,Away,Jayson Tatum
69,65.0,2024-03-20,26-017,BOS,,MIL,W (+3),1,39,9.0,19.0,47.4%,4.0,7.0,57.1%,9.0,10.0,90.0%,0.0,8.0,8.0,4.0,3.0,2.0,2.0,2.0,31.0,27.7,2.0,Home,Jayson Tatum
71,66.0,2024-03-23,26-020,BOS,@,CHI,W (+11),1,37,8.0,20.0,40.0%,2.0,7.0,28.6%,8.0,9.0,88.9%,1.0,1.0,2.0,6.0,1.0,1.0,5.0,1.0,26.0,16.3,5.0,Away,Jayson Tatum
72,67.0,2024-03-25,26-022,BOS,@,ATL,L (-2),1,39,13.0,26.0,50.0%,2.0,7.0,28.6%,9.0,11.0,81.8%,2.0,6.0,8.0,5.0,2.0,1.0,2.0,1.0,37.0,30.2,3.0,Away,Jayson Tatum
73,68.0,2024-03-28,26-025,BOS,@,ATL,L (-1),1,45,9.0,22.0,40.9%,2.0,7.0,28.6%,11.0,13.0,84.6%,3.0,10.0,13.0,6.0,0.0,0.0,2.0,3.0,31.0,24.5,-11.0,Away,Jayson Tatum
75,70.0,2024-04-01,26-029,BOS,@,CHO,W (+14),1,34,9.0,19.0,47.4%,4.0,10.0,40.0%,3.0,3.0,100.0%,0.0,10.0,10.0,4.0,2.0,1.0,4.0,2.0,25.0,19.0,14.0,Away,Jayson Tatum
76,71.0,2024-04-03,26-031,BOS,,OKC,W (+35),1,28,7.0,15.0,46.7%,2.0,5.0,40.0%,8.0,8.0,100.0%,3.0,4.0,7.0,3.0,1.0,0.0,0.0,2.0,24.0,21.9,14.0,Home,Jayson Tatum
77,72.0,2024-04-05,26-033,BOS,,SAC,W (+1),1,32,5.0,15.0,33.3%,1.0,6.0,16.7%,6.0,8.0,75.0%,0.0,6.0,6.0,5.0,0.0,0.0,3.0,0.0,17.0,10.0,14.0,Home,Jayson Tatum
80,74.0,2024-04-11,26-039,BOS,,NYK,L (-9),1,31,5.0,13.0,38.5%,1.0,7.0,14.3%,7.0,9.0,77.8%,1.0,3.0,4.0,7.0,2.0,1.0,2.0,3.0,18.0,16.1,-30.0,Home,Jayson Tatum
83,75.0,2024-04-21,26-049,BOS,,MIA,W (+20),1,41,7.0,18.0,38.9%,1.0,8.0,12.5%,8.0,8.0,100.0%,1.0,9.0,10.0,10.0,2.0,0.0,3.0,4.0,23.0,21.0,3.0,Home,Jayson Tatum
84,76.0,2024-04-24,26-052,BOS,,MIA,L (-10),1,41,10.0,20.0,50.0%,2.0,6.0,33.3%,6.0,8.0,75.0%,0.0,8.0,8.0,3.0,0.0,1.0,3.0,3.0,28.0,18.2,6.0,Home,Jayson Tatum
85,77.0,2024-04-27,26-055,BOS,@,MIA,W (+20),1,38,6.0,16.0,37.5%,2.0,7.0,28.6%,8.0,12.0,66.7%,0.0,11.0,11.0,6.0,0.0,1.0,0.0,3.0,22.0,18.6,22.0,Away,Jayson Tatum
86,78.0,2024-04-29,26-057,BOS,@,MIA,W (+14),1,37,5.0,14.0,35.7%,2.0,6.0,33.3%,8.0,8.0,100.0%,0.0,11.0,11.0,5.0,0.0,0.0,1.0,3.0,20.0,16.8,12.0,Away,Jayson Tatum
87,79.0,2024-05-01,26-059,BOS,,MIA,W (+34),1,32,4.0,9.0,44.4%,2.0,4.0,50.0%,6.0,9.0,66.7%,0.0,12.0,12.0,3.0,0.0,1.0,2.0,2.0,16.0,13.7,35.0,Home,Jayson Tatum
88,80.0,2024-05-07,26-065,BOS,,CLE,W (+25),1,34,7.0,19.0,36.8%,0.0,5.0,0.0%,4.0,4.0,100.0%,2.0,9.0,11.0,5.0,0.0,3.0,1.0,3.0,18.0,15.0,18.0,Home,Jayson Tatum
89,81.0,2024-05-09,26-067,BOS,,CLE,L (-24),1,37,7.0,17.0,41.2%,2.0,5.0,40.0%,9.0,11.0,81.8%,0.0,7.0,7.0,6.0,1.0,0.0,1.0,3.0,25.0,20.2,-22.0,Home,Jayson Tatum
90,82.0,2024-05-11,26-069,BOS,@,CLE,W (+13),1,41,11.0,25.0,44.0%,2.0,8.0,25.0%,9.0,9.0,100.0%,1.0,12.0,13.0,6.0,1.0,1.0,5.0,2.0,33.0,24.3,8.0,Away,Jayson Tatum
91,83.0,2024-05-13,26-071,BOS,@,CLE,W (+7),1,43,11.0,25.0,44.0%,2.0,8.0,25.0%,9.0,9.0,100.0%,2.0,9.0,11.0,5.0,2.0,1.0,4.0,2.0,33.0,25.4,6.0,Away,Jayson Tatum
92,84.0,2024-05-15,26-073,BOS,,CLE,W (+15),1,43,9.0,16.0,56.3%,3.0,7.0,42.9%,4.0,4.0,100.0%,0.0,10.0,10.0,9.0,4.0,0.0,1.0,3.0,25.0,28.5,18.0,Home,Jayson Tatum
93,85.0,2024-05-21,26-079,BOS,,IND,W (+5),1,45,12.0,26.0,46.2%,2.0,8.0,25.0%,10.0,12.0,83.3%,2.0,10.0,12.0,4.0,3.0,0.0,4.0,4.0,36.0,26.4,20.0,Home,Jayson Tatum
94,86.0,2024-05-23,26-081,BOS,,IND,W (+16),1,42,9.0,20.0,45.0%,1.0,7.0,14.3%,4.0,4.0,100.0%,1.0,5.0,6.0,5.0,0.0,0.0,4.0,3.0,23.0,13.1,0.0,Home,Jayson Tatum
95,87.0,2024-05-25,26-083,BOS,@,IND,W (+3),1,43,12.0,23.0,52.2%,5.0,10.0,50.0%,7.0,11.0,63.6%,1.0,9.0,10.0,8.0,1.0,2.0,0.0,3.0,36.0,33.3,9.0,Away,Jayson Tatum
96,88.0,2024-05-27,26-085,BOS,@,IND,W (+3),1,43,11.0,26.0,42.3%,3.0,11.0,27.3%,1.0,1.0,100.0%,3.0,10.0,13.0,8.0,1.0,0.0,5.0,5.0,26.0,16.9,6.0,Away,Jayson Tatum
97,89.0,2024-06-06,26-095,BOS,,DAL,W (+18),1,42,6.0,16.0,37.5%,3.0,7.0,42.9%,1.0,2.0,50.0%,2.0,9.0,11.0,5.0,0.0,1.0,6.0,1.0,16.0,8.7,19.0,Home,Jayson Tatum
98,90.0,2024-06-09,26-098,BOS,,DAL,W (+7),1,45,6.0,22.0,27.3%,1.0,7.0,14.3%,5.0,6.0,83.3%,1.0,8.0,9.0,12.0,1.0,0.0,3.0,2.0,18.0,13.3,6.0,Home,Jayson Tatum
