height,weight,overall_rating,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,age
190.5,172,68.0,right,medium,high,59.0,44.0,71.0,61.0,54.0,57.0,52.0,55.0,58.0,63.0,64.0,70.0,57.0,60.0,61.0,58.0,45.0,82.0,75.0,42.0,80.0,66.0,43.0,45.0,58.0,71.0,72.0,70.0,27
175.26,152,61.0,right,high,medium,64.0,51.0,42.0,61.0,23.0,58.0,33.0,34.0,54.0,65.0,79.0,75.0,64.0,52.0,76.0,25.0,71.0,61.0,57.0,28.0,60.0,51.0,58.0,59.0,59.0,54.0,68.0,64.0,21
175.26,161,72.0,right,high,medium,68.0,69.0,43.0,66.0,53.0,74.0,66.0,67.0,52.0,67.0,89.0,86.0,89.0,74.0,77.0,60.0,50.0,73.0,58.0,57.0,45.0,19.0,75.0,68.0,65.0,18.0,17.0,16.0,26
182.88,198,74.0,right,low,high,35.0,32.0,77.0,51.0,38.0,34.0,31.0,33.0,56.0,52.0,32.0,53.0,47.0,69.0,58.0,51.0,85.0,47.0,83.0,28.0,84.0,74.0,44.0,58.0,35.0,79.0,75.0,71.0,35
182.88,165,61.0,right,medium,medium,13.0,10.0,64.0,48.0,11.0,46.0,26.0,11.0,37.0,56.0,67.0,71.0,70.0,54.0,71.0,11.0,64.0,55.0,63.0,10.0,62.0,64.0,28.0,37.0,12.0,62.0,63.0,58.0,25
190.5,168,80.0,right,medium,high,33.0,53.0,84.0,63.0,35.0,42.0,34.0,24.0,69.0,54.0,54.0,64.0,62.0,73.0,57.0,44.0,72.0,79.0,88.0,28.0,85.0,82.0,31.0,50.0,48.0,82.0,83.0,80.0,28
190.5,185,70.0,right,medium,medium,62.0,50.0,68.0,66.0,38.0,58.0,31.0,37.0,64.0,66.0,69.0,68.0,59.0,71.0,48.0,65.0,64.0,79.0,81.0,44.0,68.0,66.0,52.0,61.0,59.0,73.0,72.0,69.0,28
180.34,190,65.0,right,medium,medium,59.0,66.0,62.0,66.0,52.0,64.0,59.0,54.0,59.0,65.0,66.0,65.0,73.0,61.0,65.0,67.0,81.0,80.0,73.0,65.0,84.0,41.0,64.0,64.0,64.0,43.0,43.0,42.0,31
177.8,179,72.0,right,medium,medium,83.0,49.0,59.0,72.0,57.0,65.0,86.0,81.0,75.0,74.0,67.0,53.0,63.0,75.0,74.0,84.0,66.0,75.0,62.0,80.0,77.0,72.0,66.0,63.0,54.0,72.0,72.0,77.0,32
175.26,141,71.0,right,medium,medium,58.0,54.0,31.0,72.0,47.0,78.0,55.0,66.0,63.0,78.0,82.0,78.0,73.0,69.0,77.0,71.0,30.0,70.0,47.0,55.0,51.0,59.0,66.0,74.0,60.0,39.0,30.0,34.0,22
182.88,157,52.0,right,medium,medium,47.0,39.0,52.0,61.0,54.0,53.0,37.0,44.0,53.0,52.0,59.0,52.0,56.0,41.0,57.0,52.0,56.0,62.0,59.0,43.0,63.0,47.0,44.0,56.0,58.0,49.0,48.0,44.0,20
182.88,176,67.0,right,medium,medium,66.0,53.0,56.0,71.0,49.0,64.0,50.0,47.0,65.0,70.0,67.0,68.0,60.0,65.0,68.0,68.0,61.0,76.0,69.0,61.0,76.0,66.0,64.0,68.0,56.0,59.0,66.0,65.0,24
180.34,190,67.0,right,medium,medium,50.0,65.0,66.0,66.0,62.0,68.0,46.0,60.0,63.0,70.0,64.0,66.0,61.0,65.0,67.0,68.0,65.0,70.0,74.0,65.0,62.0,50.0,68.0,60.0,68.0,33.0,36.0,31.0,29
182.88,157,69.0,right,high,medium,64.0,57.0,29.0,67.0,51.0,72.0,61.0,51.0,44.0,71.0,93.0,94.0,93.0,65.0,70.0,63.0,58.0,62.0,34.0,41.0,22.0,25.0,63.0,62.0,64.0,22.0,28.0,21.0,24
180.34,154,64.0,right,medium,medium,48.0,60.0,41.0,68.0,46.0,67.0,45.0,45.0,61.0,67.0,71.0,73.0,71.0,62.0,68.0,53.0,56.0,40.0,48.0,51.0,39.0,25.0,55.0,65.0,44.0,40.0,32.0,34.0,25
182.88,161,73.0,right,medium,medium,59.0,75.0,68.0,69.0,67.0,74.0,48.0,56.0,64.0,73.0,74.0,79.0,74.0,73.0,60.0,71.0,63.0,75.0,69.0,70.0,57.0,53.0,76.0,66.0,66.0,35.0,38.0,36.0,28
185.42,176,73.0,right,medium,medium,72.0,74.0,72.0,66.0,72.0,77.0,68.0,67.0,61.0,72.0,74.0,84.0,61.0,71.0,51.0,59.0,62.0,59.0,66.0,69.0,56.0,42.0,78.0,72.0,70.0,21.0,56.0,42.0,24
185.42,150,72.0,right,medium,high,69.0,66.0,69.0,74.0,64.0,73.0,72.0,69.0,69.0,73.0,63.0,65.0,67.0,72.0,63.0,70.0,76.0,80.0,70.0,71.0,70.0,59.0,75.0,76.0,71.0,61.0,65.0,64.0,31
175.26,165,78.0,right,high,medium,68.0,76.0,53.0,73.0,66.0,84.0,74.0,64.0,67.0,77.0,93.0,91.0,88.0,75.0,85.0,73.0,58.0,65.0,66.0,66.0,61.0,29.0,77.0,69.0,71.0,33.0,33.0,38.0,24
170.18,150,57.0,right,high,medium,58.0,35.0,44.0,53.0,29.0,63.0,63.0,33.0,51.0,55.0,74.0,70.0,65.0,59.0,80.0,30.0,70.0,55.0,51.0,33.0,68.0,48.0,55.0,40.0,41.0,59.0,58.0,63.0,21
172.72,148,67.0,right,high,medium,63.0,71.0,54.0,70.0,66.0,72.0,74.0,66.0,61.0,69.0,78.0,79.0,83.0,55.0,80.0,72.0,57.0,60.0,44.0,68.0,45.0,39.0,60.0,60.0,62.0,33.0,29.0,21.0,21
170.18,141,70.0,right,medium,medium,63.0,55.0,41.0,67.0,62.0,74.0,63.0,39.0,53.0,69.0,89.0,90.0,83.0,73.0,88.0,69.0,90.0,60.0,36.0,70.0,59.0,42.0,69.0,58.0,59.0,32.0,38.0,34.0,29
180.34,183,76.0,right,medium,medium,51.0,82.0,67.0,62.0,68.0,76.0,63.0,61.0,55.0,77.0,85.0,81.0,74.0,71.0,71.0,81.0,62.0,64.0,62.0,68.0,47.0,33.0,79.0,54.0,81.0,20.0,18.0,23.0,22
177.8,154,67.0,right,high,medium,60.0,52.0,58.0,61.0,35.0,67.0,43.0,37.0,46.0,66.0,90.0,85.0,61.0,65.0,59.0,73.0,58.0,72.0,71.0,60.0,66.0,64.0,53.0,46.0,53.0,62.0,67.0,67.0,21
187.96,183,68.0,right,medium,medium,53.0,30.0,61.0,66.0,34.0,50.0,29.0,45.0,62.0,60.0,54.0,53.0,57.0,68.0,57.0,57.0,81.0,52.0,77.0,26.0,75.0,62.0,44.0,59.0,56.0,71.0,68.0,64.0,32
187.96,172,66.0,right,medium,medium,65.0,63.0,63.0,66.0,55.0,61.0,68.0,71.0,65.0,68.0,66.0,66.0,58.0,62.0,52.0,74.0,72.0,75.0,74.0,70.0,68.0,64.0,68.0,60.0,66.0,69.0,69.0,67.0,26
182.88,165,61.0,right,medium,high,36.0,65.0,60.0,49.0,46.0,58.0,52.0,37.0,34.0,59.0,59.0,67.0,56.0,57.0,55.0,63.0,77.0,49.0,73.0,55.0,45.0,12.0,62.0,48.0,68.0,15.0,19.0,14.0,22
175.26,159,73.0,right,medium,medium,69.0,58.0,46.0,77.0,51.0,75.0,73.0,60.0,78.0,76.0,76.0,78.0,78.0,68.0,79.0,67.0,64.0,77.0,60.0,63.0,76.0,65.0,66.0,74.0,55.0,52.0,60.0,56.0,22
182.88,161,68.0,right,low,medium,56.0,48.0,70.0,78.0,45.0,57.0,49.0,45.0,67.0,66.0,31.0,29.0,62.0,66.0,66.0,54.0,71.0,32.0,79.0,47.0,77.0,70.0,53.0,66.0,43.0,65.0,69.0,71.0,35
195.58,187,77.0,right,medium,high,59.0,36.0,88.0,77.0,26.0,68.0,33.0,58.0,64.0,71.0,65.0,63.0,60.0,77.0,43.0,73.0,54.0,76.0,85.0,53.0,84.0,83.0,44.0,61.0,43.0,75.0,86.0,74.0,26
182.88,143,73.0,right,medium,medium,61.0,62.0,61.0,75.0,50.0,73.0,68.0,35.0,73.0,78.0,75.0,76.0,79.0,77.0,72.0,74.0,60.0,69.0,63.0,72.0,61.0,68.0,61.0,73.0,51.0,68.0,70.0,61.0,22
187.96,170,62.0,left,medium,low,64.0,61.0,48.0,74.0,59.0,66.0,58.0,44.0,63.0,73.0,71.0,73.0,58.0,59.0,39.0,64.0,48.0,52.0,64.0,54.0,56.0,47.0,62.0,62.0,60.0,26.0,38.0,47.0,32
182.88,161,68.0,left,high,low,64.0,69.0,75.0,66.0,68.0,68.0,60.0,40.0,56.0,65.0,64.0,68.0,68.0,62.0,62.0,74.0,80.0,72.0,78.0,61.0,77.0,35.0,66.0,57.0,74.0,18.0,20.0,21.0,24
180.34,137,60.0,right,medium,medium,51.0,49.0,50.0,61.0,43.0,62.0,42.0,34.0,46.0,64.0,70.0,72.0,91.0,57.0,73.0,53.0,52.0,60.0,46.0,54.0,43.0,22.0,63.0,48.0,57.0,16.0,18.0,22.0,26
175.26,154,68.0,left,high,medium,68.0,45.0,60.0,66.0,59.0,63.0,52.0,41.0,59.0,61.0,77.0,81.0,71.0,70.0,79.0,64.0,71.0,73.0,77.0,53.0,65.0,62.0,56.0,51.0,33.0,67.0,67.0,65.0,26
180.34,172,64.0,right,medium,medium,55.0,33.0,62.0,58.0,33.0,65.0,48.0,51.0,56.0,63.0,72.0,72.0,72.0,66.0,65.0,69.0,92.0,79.0,78.0,48.0,69.0,63.0,60.0,37.0,59.0,63.0,61.0,62.0,29
182.88,170,78.0,right,medium,low,68.0,83.0,74.0,77.0,78.0,87.0,72.0,56.0,54.0,85.0,78.0,74.0,77.0,81.0,72.0,76.0,76.0,71.0,70.0,67.0,38.0,25.0,81.0,70.0,86.0,22.0,22.0,15.0,31
185.42,181,63.0,right,low,medium,37.0,23.0,62.0,45.0,22.0,35.0,24.0,26.0,47.0,42.0,53.0,52.0,57.0,62.0,57.0,47.0,72.0,68.0,78.0,29.0,62.0,67.0,30.0,29.0,35.0,61.0,63.0,62.0,23
185.42,172,62.0,right,medium,medium,34.0,64.0,65.0,48.0,63.0,55.0,49.0,59.0,30.0,58.0,52.0,57.0,56.0,61.0,34.0,71.0,59.0,59.0,75.0,50.0,44.0,35.0,62.0,53.0,53.0,25.0,26.0,22.0,26
177.8,161,67.0,left,medium,medium,74.0,26.0,47.0,65.0,26.0,65.0,61.0,45.0,59.0,64.0,71.0,64.0,66.0,62.0,64.0,41.0,73.0,72.0,65.0,24.0,53.0,68.0,58.0,50.0,37.0,71.0,70.0,65.0,20
177.8,154,75.0,right,medium,medium,79.0,59.0,53.0,86.0,56.0,73.0,82.0,79.0,84.0,78.0,51.0,54.0,61.0,75.0,65.0,80.0,55.0,54.0,64.0,78.0,57.0,59.0,71.0,81.0,71.0,47.0,39.0,34.0,32
165.1,157,75.0,right,high,medium,73.0,64.0,33.0,68.0,56.0,77.0,76.0,76.0,67.0,75.0,93.0,92.0,92.0,77.0,91.0,76.0,63.0,75.0,54.0,74.0,55.0,39.0,71.0,57.0,56.0,31.0,36.0,35.0,25
175.26,161,64.0,right,medium,medium,69.0,38.0,55.0,69.0,50.0,72.0,63.0,45.0,63.0,72.0,75.0,77.0,75.0,55.0,77.0,67.0,56.0,76.0,65.0,46.0,46.0,31.0,55.0,55.0,56.0,35.0,30.0,35.0,24
180.34,172,66.0,left,low,high,43.0,25.0,65.0,56.0,34.0,38.0,25.0,29.0,52.0,48.0,33.0,32.0,34.0,63.0,57.0,58.0,68.0,52.0,69.0,48.0,78.0,66.0,25.0,23.0,34.0,68.0,67.0,66.0,36
185.42,190,76.0,left,medium,high,56.0,45.0,76.0,61.0,38.0,57.0,30.0,25.0,66.0,65.0,74.0,74.0,68.0,67.0,64.0,76.0,82.0,62.0,78.0,47.0,81.0,77.0,31.0,51.0,45.0,79.0,79.0,77.0,29
175.26,157,63.0,left,medium,medium,71.0,48.0,59.0,65.0,44.0,54.0,61.0,57.0,65.0,66.0,69.0,69.0,69.0,71.0,76.0,70.0,68.0,74.0,64.0,55.0,79.0,75.0,49.0,49.0,59.0,71.0,75.0,75.0,33
193.04,165,64.0,right,medium,medium,31.0,67.0,68.0,54.0,55.0,60.0,43.0,30.0,33.0,63.0,62.0,61.0,59.0,55.0,46.0,70.0,61.0,63.0,76.0,52.0,58.0,19.0,62.0,51.0,61.0,30.0,28.0,29.0,21
182.88,161,70.0,right,medium,high,68.0,51.0,66.0,73.0,40.0,64.0,49.0,56.0,67.0,67.0,76.0,71.0,69.0,69.0,63.0,57.0,70.0,65.0,70.0,53.0,91.0,71.0,48.0,53.0,55.0,68.0,71.0,75.0,27
180.34,168,74.0,right,medium,medium,73.0,71.0,38.0,66.0,62.0,84.0,68.0,68.0,72.0,79.0,79.0,77.0,85.0,70.0,76.0,73.0,56.0,77.0,64.0,66.0,46.0,55.0,65.0,70.0,50.0,52.0,62.0,45.0,23
182.88,172,56.0,right,high,medium,27.0,57.0,60.0,55.0,48.0,52.0,43.0,26.0,39.0,55.0,60.0,62.0,49.0,52.0,71.0,62.0,52.0,54.0,70.0,52.0,27.0,34.0,54.0,50.0,50.0,11.0,13.0,12.0,28
175.26,157,65.0,right,medium,medium,62.0,53.0,40.0,59.0,51.0,72.0,51.0,37.0,57.0,70.0,90.0,86.0,83.0,49.0,81.0,61.0,49.0,70.0,56.0,55.0,36.0,29.0,53.0,53.0,46.0,33.0,29.0,29.0,21
187.96,183,58.0,right,high,medium,34.0,58.0,69.0,62.0,49.0,47.0,41.0,34.0,46.0,63.0,47.0,42.0,41.0,64.0,44.0,57.0,60.0,57.0,85.0,54.0,62.0,25.0,61.0,60.0,56.0,41.0,27.0,23.0,33
187.96,183,60.0,right,medium,medium,56.0,62.0,60.0,58.0,56.0,56.0,56.0,58.0,52.0,57.0,72.0,74.0,63.0,54.0,61.0,60.0,59.0,53.0,68.0,57.0,46.0,21.0,58.0,59.0,61.0,25.0,25.0,25.0,23
187.96,198,72.0,right,high,medium,58.0,74.0,78.0,67.0,67.0,66.0,47.0,46.0,57.0,73.0,63.0,65.0,61.0,68.0,53.0,75.0,85.0,80.0,82.0,63.0,73.0,42.0,74.0,67.0,74.0,42.0,29.0,24.0,27
175.26,157,67.0,right,high,medium,42.0,70.0,61.0,40.0,63.0,66.0,60.0,35.0,30.0,66.0,79.0,78.0,79.0,63.0,83.0,70.0,60.0,83.0,60.0,66.0,31.0,20.0,72.0,53.0,64.0,15.0,21.0,14.0,25
185.42,168,70.0,right,medium,medium,67.0,49.0,59.0,74.0,31.0,78.0,54.0,37.0,70.0,73.0,76.0,62.0,77.0,71.0,56.0,75.0,73.0,85.0,80.0,61.0,84.0,67.0,60.0,63.0,59.0,73.0,72.0,76.0,27
185.42,165,69.0,right,high,medium,54.0,37.0,58.0,72.0,31.0,65.0,48.0,25.0,66.0,67.0,64.0,65.0,68.0,69.0,64.0,64.0,68.0,84.0,74.0,55.0,74.0,67.0,53.0,62.0,50.0,63.0,72.0,68.0,27
190.5,181,71.0,left,high,high,61.0,65.0,57.0,74.0,47.0,74.0,59.0,58.0,70.0,75.0,76.0,74.0,67.0,63.0,51.0,69.0,66.0,79.0,81.0,62.0,83.0,69.0,70.0,72.0,64.0,60.0,67.0,59.0,27
180.34,159,64.0,right,medium,medium,35.0,71.0,46.0,58.0,69.0,72.0,56.0,42.0,36.0,68.0,76.0,73.0,83.0,57.0,79.0,57.0,65.0,64.0,58.0,50.0,34.0,21.0,70.0,39.0,62.0,13.0,16.0,19.0,22
182.88,168,72.0,right,high,medium,68.0,69.0,59.0,63.0,68.0,75.0,66.0,55.0,50.0,74.0,90.0,91.0,78.0,75.0,62.0,79.0,75.0,83.0,75.0,69.0,66.0,33.0,75.0,58.0,53.0,15.0,16.0,22.0,28
182.88,170,72.0,right,medium,medium,67.0,74.0,70.0,75.0,74.0,76.0,67.0,63.0,54.0,74.0,75.0,74.0,74.0,74.0,72.0,74.0,83.0,67.0,69.0,66.0,52.0,23.0,76.0,59.0,66.0,19.0,26.0,23.0,30
187.96,198,81.0,right,high,high,64.0,65.0,76.0,83.0,78.0,76.0,68.0,58.0,79.0,79.0,65.0,69.0,55.0,84.0,55.0,83.0,69.0,79.0,90.0,73.0,79.0,86.0,79.0,78.0,61.0,76.0,84.0,76.0,29
187.96,179,72.0,left,medium,medium,42.0,24.0,70.0,52.0,28.0,40.0,29.0,30.0,46.0,59.0,64.0,68.0,48.0,66.0,44.0,60.0,60.0,54.0,82.0,26.0,78.0,72.0,30.0,30.0,44.0,76.0,76.0,74.0,22
185.42,165,64.0,right,medium,low,39.0,64.0,60.0,58.0,58.0,61.0,63.0,36.0,41.0,66.0,71.0,69.0,68.0,60.0,65.0,67.0,64.0,60.0,72.0,60.0,60.0,40.0,66.0,56.0,55.0,27.0,28.0,32.0,23
175.26,165,82.0,right,high,medium,80.0,76.0,42.0,85.0,73.0,85.0,78.0,79.0,75.0,87.0,81.0,78.0,82.0,78.0,92.0,75.0,50.0,69.0,62.0,77.0,33.0,37.0,81.0,85.0,77.0,35.0,37.0,44.0,29
182.88,165,55.0,right,medium,medium,29.0,65.0,61.0,38.0,39.0,48.0,34.0,27.0,28.0,48.0,58.0,49.0,52.0,54.0,61.0,53.0,71.0,57.0,61.0,48.0,34.0,14.0,52.0,45.0,60.0,19.0,11.0,19.0,22
177.8,170,73.0,right,medium,low,73.0,65.0,32.0,78.0,68.0,79.0,54.0,73.0,74.0,84.0,67.0,68.0,65.0,65.0,77.0,78.0,45.0,34.0,78.0,74.0,39.0,32.0,61.0,71.0,79.0,30.0,35.0,22.0,27
193.04,172,69.0,left,medium,low,64.0,67.0,60.0,66.0,62.0,76.0,60.0,62.0,61.0,72.0,79.0,85.0,73.0,68.0,55.0,67.0,33.0,66.0,70.0,69.0,52.0,42.0,61.0,60.0,68.0,29.0,26.0,19.0,24
180.34,161,63.0,right,medium,medium,63.0,53.0,59.0,66.0,59.0,58.0,62.0,76.0,61.0,64.0,64.0,69.0,60.0,62.0,70.0,72.0,60.0,71.0,63.0,66.0,68.0,62.0,61.0,61.0,68.0,59.0,60.0,60.0,31
170.18,146,61.0,left,high,medium,47.0,50.0,48.0,65.0,46.0,72.0,61.0,50.0,62.0,65.0,78.0,76.0,83.0,54.0,84.0,61.0,53.0,49.0,41.0,41.0,32.0,32.0,46.0,56.0,61.0,49.0,42.0,40.0,20
190.5,183,65.0,left,medium,medium,58.0,28.0,68.0,59.0,25.0,58.0,43.0,43.0,63.0,63.0,54.0,60.0,55.0,58.0,47.0,58.0,62.0,64.0,79.0,36.0,71.0,60.0,29.0,46.0,42.0,60.0,68.0,65.0,30
180.34,161,62.0,right,high,medium,41.0,64.0,66.0,49.0,59.0,55.0,42.0,32.0,34.0,61.0,84.0,79.0,82.0,54.0,63.0,61.0,75.0,62.0,61.0,54.0,29.0,15.0,61.0,46.0,65.0,16.0,21.0,22.0,26
180.34,176,69.0,left,medium,low,62.0,69.0,60.0,64.0,67.0,76.0,54.0,41.0,47.0,68.0,72.0,67.0,69.0,70.0,72.0,72.0,71.0,67.0,75.0,64.0,42.0,30.0,68.0,65.0,60.0,24.0,35.0,22.0,25
162.56,132,64.0,right,high,medium,53.0,46.0,45.0,66.0,37.0,71.0,36.0,39.0,57.0,74.0,69.0,65.0,72.0,64.0,90.0,44.0,46.0,70.0,51.0,53.0,81.0,59.0,58.0,63.0,48.0,62.0,56.0,59.0,22
182.88,165,64.0,left,medium,medium,67.0,17.0,57.0,64.0,33.0,49.0,60.0,33.0,63.0,63.0,63.0,54.0,57.0,59.0,55.0,45.0,70.0,65.0,71.0,33.0,74.0,62.0,43.0,54.0,42.0,71.0,70.0,64.0,29
177.8,134,77.0,left,medium,high,80.0,57.0,43.0,77.0,53.0,82.0,57.0,47.0,71.0,81.0,87.0,86.0,83.0,77.0,78.0,68.0,67.0,56.0,45.0,51.0,48.0,52.0,79.0,78.0,51.0,22.0,43.0,25.0,21
177.8,165,80.0,right,medium,low,69.0,84.0,73.0,76.0,80.0,80.0,78.0,72.0,71.0,80.0,73.0,75.0,79.0,79.0,74.0,85.0,85.0,68.0,70.0,75.0,75.0,39.0,83.0,75.0,85.0,20.0,39.0,35.0,35
175.26,150,61.0,right,medium,medium,53.0,29.0,55.0,61.0,41.0,52.0,43.0,45.0,57.0,59.0,75.0,72.0,77.0,62.0,77.0,62.0,71.0,67.0,57.0,45.0,82.0,57.0,37.0,47.0,49.0,59.0,61.0,60.0,22
187.96,183,65.0,right,medium,medium,66.0,20.0,62.0,61.0,25.0,54.0,34.0,33.0,56.0,60.0,53.0,66.0,61.0,63.0,57.0,44.0,67.0,68.0,73.0,27.0,74.0,64.0,39.0,49.0,36.0,66.0,67.0,69.0,23
177.8,165,69.0,right,medium,medium,65.0,33.0,52.0,64.0,39.0,61.0,49.0,50.0,61.0,69.0,76.0,82.0,78.0,68.0,75.0,63.0,62.0,73.0,65.0,56.0,73.0,63.0,34.0,49.0,53.0,67.0,71.0,74.0,27
185.42,170,70.0,right,medium,medium,68.0,46.0,73.0,62.0,42.0,61.0,42.0,57.0,59.0,64.0,50.0,48.0,61.0,68.0,57.0,71.0,77.0,68.0,79.0,52.0,77.0,70.0,42.0,55.0,66.0,65.0,72.0,68.0,35
180.34,165,64.0,left,high,medium,62.0,55.0,59.0,61.0,53.0,62.0,54.0,57.0,63.0,60.0,73.0,76.0,63.0,60.0,67.0,71.0,66.0,82.0,69.0,69.0,77.0,55.0,51.0,50.0,61.0,62.0,63.0,62.0,25
187.96,165,70.0,left,medium,medium,70.0,20.0,64.0,66.0,43.0,66.0,67.0,32.0,64.0,64.0,69.0,69.0,68.0,70.0,64.0,62.0,74.0,78.0,76.0,43.0,75.0,70.0,44.0,54.0,44.0,70.0,72.0,74.0,27
177.8,163,66.0,right,medium,medium,56.0,47.0,52.0,72.0,56.0,67.0,63.0,47.0,71.0,70.0,74.0,74.0,67.0,65.0,77.0,61.0,56.0,68.0,48.0,47.0,44.0,49.0,58.0,70.0,52.0,49.0,51.0,48.0,25
180.34,165,80.0,left,high,high,64.0,51.0,78.0,78.0,70.0,69.0,62.0,63.0,71.0,73.0,76.0,77.0,68.0,75.0,66.0,83.0,87.0,82.0,76.0,70.0,79.0,85.0,58.0,56.0,61.0,80.0,78.0,86.0,23
177.8,150,65.0,right,medium,medium,48.0,68.0,62.0,55.0,57.0,49.0,50.0,35.0,41.0,54.0,81.0,85.0,80.0,70.0,75.0,70.0,80.0,60.0,67.0,61.0,38.0,37.0,64.0,59.0,64.0,14.0,22.0,22.0,26
185.42,172,69.0,right,high,medium,56.0,70.0,66.0,63.0,73.0,71.0,58.0,43.0,38.0,71.0,75.0,75.0,71.0,68.0,70.0,69.0,79.0,69.0,69.0,64.0,77.0,15.0,70.0,45.0,64.0,11.0,14.0,14.0,24
182.88,176,62.0,right,low,medium,46.0,24.0,58.0,57.0,24.0,48.0,24.0,21.0,54.0,58.0,71.0,73.0,66.0,56.0,62.0,49.0,70.0,63.0,73.0,26.0,71.0,57.0,22.0,46.0,34.0,60.0,62.0,61.0,20
180.34,146,60.0,right,medium,high,46.0,38.0,62.0,57.0,38.0,58.0,54.0,54.0,54.0,58.0,63.0,67.0,57.0,57.0,63.0,57.0,72.0,80.0,72.0,34.0,70.0,55.0,36.0,54.0,54.0,63.0,61.0,57.0,23
182.88,146,65.0,right,high,medium,54.0,54.0,39.0,70.0,55.0,65.0,56.0,53.0,65.0,70.0,55.0,58.0,73.0,68.0,68.0,40.0,40.0,55.0,37.0,59.0,27.0,22.0,59.0,66.0,52.0,23.0,28.0,26.0,21
182.88,172,67.0,left,medium,high,56.0,55.0,66.0,66.0,53.0,58.0,72.0,74.0,62.0,64.0,59.0,45.0,56.0,66.0,48.0,72.0,45.0,80.0,75.0,71.0,81.0,66.0,59.0,70.0,76.0,58.0,66.0,66.0,31
182.88,179,70.0,right,medium,high,30.0,23.0,65.0,69.0,19.0,57.0,26.0,46.0,59.0,65.0,48.0,62.0,53.0,56.0,56.0,61.0,77.0,68.0,78.0,44.0,64.0,66.0,21.0,40.0,61.0,76.0,72.0,73.0,27
177.8,143,61.0,right,medium,low,57.0,55.0,46.0,57.0,51.0,56.0,54.0,53.0,53.0,63.0,70.0,70.0,80.0,60.0,76.0,56.0,59.0,82.0,51.0,52.0,59.0,55.0,60.0,61.0,50.0,46.0,42.0,43.0,27
180.34,163,68.0,right,medium,medium,56.0,72.0,64.0,66.0,68.0,67.0,65.0,52.0,70.0,71.0,65.0,68.0,60.0,64.0,70.0,73.0,69.0,66.0,64.0,72.0,53.0,50.0,72.0,65.0,63.0,55.0,45.0,47.0,23
187.96,165,73.0,right,medium,high,68.0,65.0,67.0,75.0,57.0,71.0,55.0,54.0,71.0,74.0,68.0,76.0,56.0,78.0,59.0,80.0,62.0,81.0,84.0,75.0,88.0,82.0,62.0,66.0,62.0,76.0,79.0,84.0,27
187.96,163,59.0,right,medium,high,59.0,63.0,54.0,68.0,53.0,63.0,63.0,63.0,63.0,61.0,64.0,67.0,61.0,70.0,51.0,59.0,51.0,62.0,72.0,66.0,53.0,31.0,59.0,59.0,68.0,58.0,59.0,58.0,30
185.42,181,59.0,right,medium,medium,62.0,55.0,51.0,59.0,57.0,62.0,49.0,30.0,47.0,56.0,62.0,63.0,61.0,57.0,60.0,62.0,47.0,71.0,71.0,55.0,35.0,19.0,59.0,51.0,48.0,15.0,17.0,17.0,24
185.42,154,48.0,right,medium,medium,47.0,45.0,39.0,52.0,47.0,59.0,44.0,38.0,47.0,53.0,65.0,67.0,57.0,42.0,61.0,55.0,45.0,53.0,50.0,42.0,33.0,35.0,49.0,45.0,54.0,22.0,36.0,25.0,20
185.42,168,69.0,right,medium,medium,57.0,51.0,48.0,69.0,34.0,70.0,67.0,39.0,65.0,67.0,67.0,66.0,61.0,68.0,57.0,71.0,70.0,77.0,76.0,63.0,75.0,69.0,66.0,69.0,54.0,62.0,67.0,60.0,30
185.42,181,62.0,right,medium,medium,32.0,66.0,69.0,50.0,58.0,59.0,37.0,29.0,39.0,56.0,63.0,67.0,58.0,59.0,52.0,63.0,66.0,60.0,73.0,46.0,53.0,24.0,63.0,42.0,63.0,29.0,25.0,26.0,24
167.64,141,61.0,right,high,medium,59.0,40.0,38.0,65.0,56.0,52.0,67.0,69.0,61.0,67.0,77.0,74.0,69.0,66.0,88.0,47.0,75.0,59.0,55.0,42.0,49.0,62.0,57.0,72.0,55.0,24.0,37.0,32.0,29
175.26,157,72.0,right,high,medium,61.0,76.0,57.0,68.0,62.0,74.0,64.0,55.0,49.0,77.0,77.0,78.0,88.0,63.0,84.0,74.0,73.0,66.0,68.0,65.0,62.0,33.0,75.0,56.0,70.0,15.0,25.0,24.0,21
182.88,174,67.0,right,high,medium,64.0,43.0,62.0,64.0,48.0,66.0,49.0,41.0,56.0,64.0,82.0,88.0,69.0,61.0,68.0,57.0,63.0,82.0,68.0,34.0,58.0,55.0,63.0,49.0,42.0,64.0,67.0,62.0,28
193.04,198,74.0,right,medium,medium,48.0,78.0,87.0,41.0,69.0,64.0,55.0,54.0,36.0,69.0,55.0,65.0,52.0,73.0,44.0,83.0,59.0,64.0,89.0,69.0,87.0,19.0,76.0,39.0,64.0,15.0,29.0,12.0,29
185.42,176,64.0,left,medium,medium,54.0,43.0,58.0,69.0,41.0,65.0,55.0,65.0,62.0,68.0,64.0,69.0,73.0,62.0,66.0,67.0,69.0,67.0,72.0,63.0,68.0,62.0,59.0,60.0,60.0,63.0,64.0,60.0,23
