height,weight,overall_rating,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,age
182.88,185,66.0,left,medium,medium,40.0,69.0,65.0,54.0,52.0,64.0,41.0,48.0,41.0,63.0,65.0,69.0,71.0,64.0,59.0,68.0,63.0,61.0,72.0,60.0,38.0,29.0,67.0,59.0,65.0,20.0,18.0,15.0,25
177.8,154,69.0,left,medium,low,68.0,51.0,47.0,67.0,58.0,72.0,50.0,53.0,57.0,69.0,77.0,90.0,91.0,62.0,77.0,53.0,49.0,63.0,59.0,40.0,30.0,21.0,64.0,70.0,51.0,25.0,25.0,21.0,29
180.34,176,71.0,right,medium,high,44.0,32.0,69.0,72.0,41.0,65.0,47.0,37.0,69.0,67.0,69.0,66.0,61.0,71.0,57.0,73.0,83.0,78.0,78.0,71.0,85.0,75.0,55.0,57.0,36.0,69.0,68.0,67.0,23
175.26,159,77.0,right,medium,low,74.0,68.0,47.0,71.0,59.0,83.0,42.0,46.0,61.0,80.0,93.0,91.0,94.0,77.0,79.0,82.0,88.0,67.0,59.0,58.0,68.0,36.0,77.0,70.0,51.0,20.0,18.0,22.0,24
180.34,174,65.0,right,medium,medium,38.0,67.0,60.0,45.0,42.0,63.0,35.0,36.0,27.0,67.0,71.0,68.0,64.0,64.0,65.0,65.0,68.0,67.0,78.0,61.0,44.0,25.0,67.0,46.0,54.0,25.0,25.0,25.0,23
185.42,157,72.0,left,high,high,74.0,54.0,62.0,70.0,56.0,76.0,66.0,74.0,68.0,73.0,76.0,82.0,74.0,72.0,56.0,86.0,66.0,86.0,78.0,78.0,74.0,66.0,66.0,60.0,66.0,68.0,67.0,69.0,23
177.8,179,66.0,right,medium,low,59.0,65.0,56.0,52.0,74.0,65.0,43.0,39.0,49.0,68.0,56.0,69.0,62.0,68.0,67.0,77.0,55.0,62.0,76.0,63.0,61.0,21.0,66.0,56.0,74.0,24.0,26.0,27.0,33
187.96,185,75.0,right,low,high,44.0,25.0,75.0,74.0,31.0,64.0,48.0,30.0,70.0,68.0,62.0,65.0,73.0,75.0,54.0,50.0,54.0,85.0,87.0,39.0,85.0,79.0,47.0,60.0,39.0,72.0,81.0,71.0,24
177.8,157,66.0,right,medium,medium,47.0,66.0,58.0,61.0,59.0,72.0,52.0,45.0,52.0,56.0,88.0,87.0,76.0,58.0,70.0,65.0,58.0,64.0,59.0,64.0,33.0,23.0,72.0,58.0,69.0,25.0,32.0,35.0,25
182.88,168,67.0,right,medium,low,61.0,64.0,39.0,68.0,62.0,69.0,71.0,67.0,66.0,73.0,67.0,64.0,65.0,56.0,66.0,59.0,65.0,66.0,56.0,67.0,51.0,34.0,67.0,68.0,58.0,19.0,22.0,24.0,25
180.34,154,57.0,left,medium,medium,52.0,25.0,57.0,58.0,27.0,54.0,29.0,35.0,56.0,57.0,67.0,69.0,69.0,49.0,66.0,31.0,67.0,57.0,56.0,23.0,54.0,57.0,33.0,27.0,38.0,59.0,61.0,56.0,20
190.5,176,65.0,right,medium,medium,31.0,31.0,63.0,61.0,38.0,50.0,40.0,47.0,58.0,54.0,64.0,68.0,46.0,55.0,53.0,72.0,76.0,64.0,86.0,62.0,56.0,62.0,21.0,43.0,41.0,61.0,65.0,65.0,24
180.34,172,61.0,right,medium,medium,52.0,25.0,62.0,54.0,22.0,36.0,23.0,29.0,53.0,48.0,70.0,64.0,62.0,63.0,68.0,65.0,72.0,65.0,71.0,29.0,66.0,46.0,36.0,44.0,39.0,61.0,62.0,63.0,22
180.34,165,71.0,right,high,high,67.0,66.0,45.0,65.0,61.0,78.0,59.0,46.0,54.0,74.0,82.0,80.0,80.0,66.0,73.0,71.0,52.0,82.0,65.0,63.0,68.0,22.0,58.0,65.0,52.0,25.0,32.0,40.0,23
177.8,139,65.0,right,medium,low,65.0,66.0,52.0,69.0,46.0,64.0,42.0,49.0,61.0,64.0,72.0,72.0,76.0,59.0,72.0,65.0,74.0,82.0,71.0,59.0,58.0,56.0,64.0,65.0,56.0,58.0,56.0,53.0,25
190.5,185,67.0,right,medium,high,59.0,24.0,74.0,59.0,25.0,51.0,42.0,41.0,55.0,56.0,66.0,68.0,62.0,60.0,49.0,56.0,74.0,78.0,83.0,48.0,66.0,60.0,34.0,33.0,48.0,73.0,72.0,73.0,26
193.04,214,67.0,left,medium,medium,20.0,31.0,75.0,53.0,20.0,25.0,30.0,33.0,64.0,46.0,31.0,32.0,28.0,67.0,32.0,44.0,32.0,55.0,87.0,40.0,74.0,70.0,26.0,48.0,38.0,72.0,65.0,60.0,31
175.26,163,80.0,right,medium,high,70.0,60.0,59.0,82.0,56.0,77.0,65.0,49.0,76.0,78.0,79.0,76.0,79.0,84.0,82.0,70.0,69.0,94.0,73.0,62.0,82.0,84.0,78.0,79.0,53.0,76.0,84.0,83.0,25
187.96,179,77.0,right,high,medium,75.0,27.0,69.0,65.0,44.0,62.0,68.0,30.0,64.0,72.0,76.0,78.0,50.0,73.0,50.0,76.0,57.0,86.0,87.0,66.0,80.0,75.0,51.0,54.0,37.0,77.0,84.0,82.0,27
172.72,148,66.0,right,high,medium,64.0,61.0,53.0,66.0,59.0,77.0,65.0,46.0,57.0,74.0,86.0,84.0,85.0,68.0,84.0,69.0,55.0,58.0,45.0,49.0,36.0,15.0,64.0,59.0,47.0,23.0,16.0,22.0,19
182.88,159,69.0,right,medium,medium,70.0,60.0,67.0,66.0,30.0,67.0,54.0,35.0,53.0,68.0,70.0,69.0,65.0,66.0,64.0,55.0,70.0,63.0,72.0,32.0,55.0,65.0,60.0,42.0,40.0,72.0,73.0,71.0,19
187.96,196,68.0,right,medium,medium,49.0,42.0,72.0,60.0,60.0,51.0,45.0,47.0,52.0,53.0,31.0,35.0,54.0,63.0,38.0,59.0,70.0,74.0,86.0,49.0,66.0,71.0,29.0,51.0,52.0,67.0,69.0,64.0,31
177.8,181,59.0,right,medium,medium,39.0,29.0,54.0,56.0,24.0,51.0,34.0,38.0,57.0,56.0,53.0,54.0,51.0,53.0,50.0,54.0,34.0,52.0,81.0,37.0,81.0,60.0,43.0,57.0,57.0,56.0,58.0,51.0,28
182.88,165,72.0,right,medium,medium,68.0,63.0,59.0,77.0,64.0,74.0,68.0,74.0,72.0,76.0,69.0,67.0,67.0,74.0,70.0,72.0,60.0,69.0,56.0,71.0,74.0,48.0,69.0,75.0,66.0,52.0,60.0,57.0,30
170.18,157,70.0,right,medium,high,57.0,45.0,55.0,68.0,51.0,63.0,53.0,63.0,65.0,67.0,68.0,65.0,76.0,67.0,84.0,68.0,89.0,84.0,66.0,62.0,85.0,66.0,56.0,60.0,48.0,72.0,74.0,71.0,28
175.26,134,56.0,right,medium,medium,42.0,53.0,48.0,68.0,47.0,57.0,53.0,51.0,68.0,65.0,66.0,60.0,62.0,57.0,81.0,61.0,50.0,40.0,42.0,40.0,40.0,56.0,48.0,58.0,54.0,40.0,55.0,57.0,20
190.5,174,74.0,right,medium,medium,54.0,51.0,77.0,74.0,58.0,63.0,35.0,42.0,72.0,70.0,50.0,51.0,48.0,68.0,42.0,78.0,72.0,34.0,82.0,60.0,75.0,75.0,55.0,62.0,63.0,70.0,72.0,70.0,34
180.34,170,68.0,right,high,medium,62.0,63.0,64.0,62.0,67.0,72.0,55.0,55.0,51.0,69.0,82.0,81.0,80.0,64.0,66.0,73.0,83.0,79.0,75.0,66.0,60.0,32.0,67.0,58.0,59.0,25.0,45.0,26.0,31
185.42,183,67.0,right,medium,high,65.0,46.0,63.0,72.0,53.0,65.0,66.0,64.0,64.0,65.0,70.0,66.0,68.0,64.0,63.0,76.0,70.0,80.0,72.0,68.0,78.0,65.0,55.0,62.0,56.0,60.0,68.0,64.0,23
180.34,179,66.0,right,low,high,43.0,44.0,64.0,63.0,38.0,42.0,38.0,42.0,61.0,60.0,67.0,63.0,60.0,62.0,68.0,46.0,72.0,90.0,81.0,54.0,77.0,71.0,43.0,51.0,53.0,59.0,71.0,64.0,29
172.72,150,67.0,right,low,medium,68.0,46.0,64.0,69.0,57.0,63.0,65.0,71.0,69.0,65.0,53.0,45.0,65.0,65.0,73.0,68.0,75.0,54.0,65.0,64.0,80.0,58.0,34.0,66.0,59.0,75.0,71.0,74.0,37
170.18,148,64.0,left,medium,low,60.0,59.0,38.0,59.0,58.0,69.0,59.0,66.0,53.0,66.0,86.0,76.0,85.0,62.0,83.0,61.0,44.0,65.0,51.0,62.0,55.0,39.0,54.0,50.0,56.0,18.0,25.0,25.0,26
182.88,170,60.0,left,medium,medium,67.0,29.0,56.0,64.0,34.0,57.0,43.0,42.0,58.0,60.0,69.0,69.0,67.0,60.0,62.0,32.0,66.0,69.0,60.0,31.0,54.0,60.0,43.0,40.0,46.0,56.0,65.0,62.0,22
177.8,154,68.0,right,medium,low,73.0,52.0,38.0,71.0,56.0,69.0,73.0,78.0,76.0,70.0,67.0,69.0,70.0,69.0,76.0,80.0,58.0,63.0,56.0,68.0,34.0,57.0,63.0,73.0,60.0,23.0,53.0,46.0,33
182.88,174,76.0,right,medium,medium,73.0,53.0,65.0,73.0,48.0,54.0,56.0,47.0,68.0,65.0,63.0,72.0,59.0,77.0,60.0,72.0,68.0,67.0,77.0,47.0,78.0,79.0,59.0,57.0,49.0,83.0,80.0,84.0,33
180.34,168,68.0,right,medium,medium,68.0,22.0,47.0,46.0,24.0,36.0,38.0,38.0,41.0,56.0,67.0,78.0,64.0,69.0,54.0,24.0,79.0,77.0,76.0,25.0,79.0,71.0,47.0,43.0,39.0,70.0,72.0,76.0,26
180.34,172,74.0,right,high,medium,71.0,67.0,53.0,70.0,54.0,79.0,73.0,61.0,61.0,81.0,78.0,79.0,77.0,82.0,65.0,81.0,63.0,73.0,69.0,61.0,68.0,39.0,77.0,61.0,50.0,31.0,35.0,39.0,31
187.96,183,78.0,left,medium,medium,71.0,23.0,78.0,67.0,13.0,56.0,66.0,37.0,62.0,62.0,63.0,69.0,58.0,76.0,54.0,49.0,72.0,76.0,79.0,39.0,85.0,76.0,48.0,57.0,50.0,81.0,78.0,82.0,27
185.42,159,69.0,right,medium,low,67.0,61.0,69.0,71.0,62.0,74.0,72.0,65.0,70.0,75.0,68.0,68.0,72.0,69.0,71.0,68.0,62.0,69.0,57.0,62.0,57.0,60.0,66.0,71.0,59.0,42.0,53.0,46.0,31
167.64,130,64.0,left,medium,medium,65.0,59.0,38.0,62.0,48.0,68.0,57.0,49.0,57.0,64.0,78.0,82.0,78.0,57.0,89.0,40.0,79.0,49.0,36.0,54.0,32.0,25.0,69.0,56.0,54.0,25.0,21.0,28.0,23
182.88,165,68.0,right,medium,medium,57.0,76.0,50.0,60.0,51.0,74.0,35.0,39.0,49.0,72.0,78.0,77.0,79.0,70.0,62.0,58.0,72.0,52.0,58.0,60.0,25.0,23.0,73.0,61.0,55.0,18.0,21.0,19.0,25
175.26,159,73.0,right,medium,high,74.0,51.0,66.0,76.0,69.0,71.0,73.0,69.0,74.0,74.0,75.0,74.0,72.0,75.0,70.0,74.0,72.0,75.0,68.0,72.0,83.0,79.0,73.0,69.0,65.0,71.0,77.0,79.0,32
180.34,150,76.0,right,medium,high,51.0,22.0,77.0,69.0,31.0,48.0,47.0,45.0,57.0,64.0,73.0,75.0,68.0,72.0,67.0,48.0,91.0,77.0,71.0,26.0,89.0,77.0,45.0,39.0,36.0,76.0,75.0,82.0,26
175.26,150,72.0,right,medium,medium,61.0,53.0,47.0,79.0,47.0,65.0,60.0,68.0,80.0,74.0,68.0,60.0,69.0,71.0,77.0,69.0,62.0,63.0,54.0,72.0,58.0,73.0,57.0,77.0,63.0,68.0,72.0,69.0,22
180.34,157,67.0,right,high,medium,50.0,37.0,64.0,72.0,23.0,51.0,53.0,42.0,67.0,63.0,60.0,63.0,57.0,76.0,59.0,49.0,70.0,63.0,68.0,46.0,76.0,64.0,47.0,62.0,51.0,60.0,67.0,71.0,31
187.96,187,80.0,right,high,medium,67.0,82.0,70.0,71.0,76.0,84.0,75.0,43.0,51.0,85.0,83.0,87.0,75.0,78.0,65.0,79.0,75.0,75.0,78.0,77.0,56.0,21.0,85.0,70.0,74.0,15.0,19.0,15.0,24
185.42,190,81.0,left,medium,medium,53.0,82.0,82.0,76.0,82.0,73.0,68.0,69.0,66.0,81.0,67.0,68.0,68.0,79.0,55.0,84.0,76.0,72.0,88.0,77.0,80.0,32.0,82.0,68.0,80.0,36.0,34.0,32.0,31
180.34,172,74.0,left,medium,medium,74.0,55.0,66.0,73.0,59.0,71.0,72.0,70.0,71.0,73.0,77.0,82.0,73.0,77.0,64.0,75.0,77.0,79.0,76.0,69.0,82.0,76.0,69.0,67.0,60.0,68.0,72.0,73.0,31
180.34,150,71.0,right,medium,high,77.0,53.0,56.0,82.0,47.0,51.0,62.0,66.0,80.0,81.0,57.0,54.0,58.0,79.0,69.0,68.0,77.0,32.0,72.0,61.0,67.0,71.0,58.0,80.0,60.0,58.0,72.0,59.0,37
182.88,170,70.0,right,high,high,53.0,67.0,75.0,58.0,70.0,65.0,73.0,60.0,40.0,69.0,68.0,64.0,65.0,68.0,63.0,80.0,78.0,60.0,73.0,67.0,71.0,40.0,72.0,47.0,75.0,50.0,37.0,39.0,34
180.34,194,61.0,right,low,low,43.0,64.0,65.0,64.0,56.0,51.0,46.0,40.0,34.0,62.0,38.0,46.0,44.0,65.0,47.0,65.0,44.0,32.0,84.0,51.0,43.0,22.0,70.0,75.0,67.0,25.0,25.0,25.0,34
180.34,154,71.0,right,medium,low,65.0,59.0,56.0,68.0,49.0,84.0,68.0,52.0,63.0,81.0,91.0,90.0,90.0,54.0,73.0,60.0,73.0,58.0,57.0,70.0,47.0,40.0,57.0,53.0,60.0,20.0,27.0,26.0,22
182.88,165,75.0,right,high,high,51.0,79.0,68.0,64.0,71.0,74.0,66.0,54.0,59.0,76.0,70.0,73.0,72.0,75.0,67.0,80.0,70.0,65.0,71.0,78.0,64.0,37.0,76.0,60.0,70.0,13.0,39.0,25.0,25
193.04,176,67.0,right,medium,medium,41.0,31.0,70.0,55.0,42.0,47.0,34.0,49.0,51.0,52.0,58.0,61.0,56.0,61.0,55.0,61.0,71.0,63.0,82.0,47.0,77.0,65.0,22.0,51.0,50.0,68.0,65.0,61.0,31
180.34,165,73.0,left,high,medium,64.0,56.0,67.0,63.0,54.0,62.0,70.0,36.0,65.0,66.0,77.0,76.0,67.0,64.0,68.0,76.0,71.0,78.0,74.0,55.0,77.0,66.0,56.0,56.0,48.0,77.0,79.0,79.0,29
187.96,176,63.0,left,medium,medium,39.0,48.0,71.0,63.0,46.0,62.0,44.0,44.0,59.0,70.0,58.0,62.0,56.0,66.0,52.0,59.0,66.0,55.0,81.0,62.0,59.0,64.0,57.0,60.0,66.0,58.0,67.0,57.0,20
177.8,150,72.0,right,high,medium,42.0,75.0,73.0,59.0,72.0,68.0,63.0,57.0,34.0,67.0,79.0,82.0,81.0,74.0,54.0,68.0,80.0,82.0,74.0,60.0,53.0,21.0,74.0,67.0,70.0,25.0,25.0,22.0,29
182.88,165,72.0,right,medium,high,60.0,39.0,59.0,76.0,46.0,67.0,37.0,37.0,70.0,76.0,75.0,69.0,75.0,72.0,68.0,66.0,58.0,84.0,68.0,56.0,82.0,72.0,58.0,64.0,52.0,60.0,70.0,70.0,19
172.72,159,63.0,left,medium,medium,60.0,33.0,68.0,61.0,45.0,47.0,46.0,41.0,66.0,60.0,75.0,78.0,74.0,62.0,80.0,56.0,46.0,74.0,54.0,69.0,51.0,64.0,45.0,36.0,43.0,53.0,64.0,64.0,27
177.8,163,59.0,right,medium,medium,42.0,59.0,50.0,57.0,58.0,56.0,55.0,34.0,48.0,58.0,72.0,69.0,64.0,58.0,58.0,60.0,60.0,62.0,57.0,56.0,28.0,34.0,62.0,52.0,62.0,22.0,25.0,25.0,22
182.88,165,67.0,left,medium,high,59.0,58.0,72.0,67.0,36.0,66.0,57.0,50.0,66.0,64.0,85.0,86.0,78.0,66.0,62.0,73.0,76.0,82.0,71.0,62.0,71.0,51.0,68.0,56.0,59.0,57.0,61.0,63.0,27
185.42,183,73.0,right,high,medium,56.0,77.0,86.0,70.0,75.0,77.0,68.0,54.0,41.0,81.0,33.0,55.0,54.0,65.0,48.0,74.0,90.0,54.0,80.0,51.0,61.0,21.0,79.0,69.0,68.0,15.0,21.0,21.0,36
193.04,205,65.0,right,medium,low,47.0,62.0,73.0,55.0,60.0,63.0,45.0,52.0,53.0,66.0,61.0,52.0,57.0,62.0,33.0,68.0,42.0,80.0,88.0,59.0,70.0,28.0,63.0,43.0,54.0,25.0,25.0,21.0,24
182.88,172,67.0,right,medium,high,59.0,51.0,59.0,71.0,58.0,61.0,48.0,58.0,67.0,71.0,75.0,75.0,76.0,67.0,73.0,71.0,80.0,90.0,78.0,65.0,67.0,66.0,55.0,60.0,57.0,61.0,65.0,69.0,24
172.72,150,72.0,right,high,medium,67.0,69.0,43.0,59.0,55.0,75.0,65.0,42.0,42.0,70.0,90.0,90.0,74.0,71.0,80.0,80.0,47.0,74.0,58.0,61.0,72.0,41.0,75.0,58.0,62.0,27.0,27.0,30.0,27
175.26,163,65.0,left,medium,low,61.0,61.0,45.0,64.0,52.0,73.0,72.0,70.0,53.0,69.0,78.0,78.0,90.0,61.0,87.0,73.0,56.0,58.0,42.0,64.0,46.0,32.0,55.0,63.0,66.0,29.0,38.0,27.0,22
167.64,148,76.0,right,high,medium,64.0,68.0,44.0,76.0,58.0,84.0,77.0,59.0,57.0,82.0,83.0,74.0,90.0,74.0,93.0,69.0,52.0,66.0,57.0,65.0,55.0,20.0,67.0,74.0,58.0,25.0,23.0,18.0,23
185.42,179,61.0,right,medium,medium,45.0,48.0,59.0,63.0,44.0,60.0,57.0,48.0,59.0,64.0,60.0,68.0,63.0,61.0,57.0,59.0,65.0,62.0,74.0,51.0,42.0,65.0,53.0,63.0,51.0,49.0,59.0,52.0,26
177.8,159,69.0,left,medium,medium,55.0,68.0,62.0,66.0,69.0,70.0,66.0,66.0,49.0,72.0,75.0,82.0,83.0,66.0,76.0,68.0,56.0,62.0,59.0,61.0,67.0,41.0,73.0,65.0,67.0,19.0,31.0,37.0,29
172.72,157,71.0,right,high,high,55.0,56.0,38.0,65.0,47.0,63.0,51.0,45.0,61.0,64.0,75.0,72.0,82.0,69.0,87.0,74.0,73.0,91.0,70.0,62.0,88.0,73.0,56.0,59.0,54.0,70.0,75.0,76.0,26
187.96,185,59.0,left,high,medium,57.0,43.0,54.0,45.0,31.0,66.0,41.0,42.0,50.0,57.0,69.0,70.0,61.0,42.0,47.0,77.0,71.0,72.0,84.0,60.0,63.0,54.0,49.0,55.0,36.0,60.0,56.0,71.0,30
185.42,192,70.0,left,high,high,63.0,25.0,65.0,57.0,41.0,52.0,40.0,37.0,56.0,63.0,67.0,66.0,59.0,65.0,59.0,77.0,83.0,74.0,88.0,68.0,78.0,62.0,59.0,56.0,36.0,68.0,71.0,70.0,27
182.88,183,65.0,right,medium,medium,55.0,38.0,61.0,59.0,33.0,51.0,50.0,46.0,56.0,56.0,65.0,68.0,65.0,63.0,59.0,51.0,84.0,51.0,75.0,41.0,75.0,66.0,38.0,46.0,54.0,64.0,65.0,60.0,29
185.42,183,69.0,right,medium,high,30.0,45.0,69.0,68.0,29.0,58.0,60.0,59.0,62.0,69.0,56.0,63.0,41.0,72.0,44.0,48.0,78.0,73.0,87.0,56.0,70.0,69.0,62.0,63.0,35.0,69.0,67.0,63.0,23
185.42,172,71.0,right,medium,medium,56.0,72.0,74.0,55.0,66.0,65.0,59.0,56.0,26.0,70.0,77.0,78.0,66.0,60.0,65.0,82.0,76.0,77.0,78.0,76.0,70.0,31.0,64.0,61.0,74.0,25.0,31.0,25.0,31
177.8,165,72.0,right,medium,high,76.0,34.0,69.0,70.0,48.0,60.0,63.0,70.0,57.0,72.0,65.0,75.0,59.0,69.0,68.0,79.0,76.0,80.0,79.0,68.0,84.0,70.0,48.0,57.0,47.0,72.0,76.0,71.0,28
177.8,134,57.0,right,medium,medium,47.0,33.0,27.0,55.0,42.0,66.0,43.0,39.0,51.0,65.0,72.0,67.0,75.0,52.0,77.0,37.0,55.0,38.0,29.0,43.0,32.0,24.0,41.0,52.0,40.0,25.0,23.0,22.0,20
175.26,159,69.0,left,medium,medium,53.0,70.0,57.0,74.0,82.0,77.0,73.0,54.0,55.0,81.0,74.0,68.0,80.0,67.0,90.0,69.0,42.0,62.0,57.0,68.0,40.0,30.0,68.0,68.0,62.0,13.0,32.0,17.0,22
177.8,163,61.0,right,high,medium,42.0,55.0,58.0,54.0,63.0,68.0,47.0,41.0,38.0,71.0,77.0,74.0,75.0,54.0,77.0,59.0,69.0,75.0,55.0,62.0,39.0,20.0,57.0,50.0,69.0,23.0,18.0,24.0,20
177.8,154,66.0,right,high,medium,61.0,68.0,59.0,50.0,52.0,67.0,46.0,40.0,39.0,61.0,91.0,92.0,82.0,60.0,81.0,64.0,70.0,65.0,61.0,55.0,32.0,35.0,69.0,46.0,50.0,24.0,26.0,23.0,28
180.34,154,75.0,right,low,high,65.0,38.0,70.0,72.0,59.0,58.0,56.0,73.0,70.0,68.0,44.0,61.0,66.0,79.0,68.0,84.0,76.0,70.0,69.0,73.0,83.0,80.0,57.0,66.0,73.0,77.0,81.0,79.0,35
180.34,165,66.0,right,medium,medium,60.0,49.0,46.0,75.0,50.0,67.0,64.0,54.0,72.0,68.0,68.0,68.0,65.0,52.0,65.0,67.0,57.0,54.0,60.0,68.0,43.0,48.0,53.0,71.0,57.0,42.0,51.0,52.0,25
182.88,196,65.0,right,medium,medium,58.0,65.0,53.0,65.0,50.0,64.0,68.0,67.0,61.0,72.0,64.0,66.0,65.0,61.0,70.0,73.0,62.0,66.0,78.0,72.0,52.0,35.0,55.0,62.0,49.0,30.0,22.0,25.0,25
172.72,154,73.0,right,high,high,73.0,56.0,57.0,67.0,52.0,76.0,51.0,52.0,59.0,75.0,86.0,86.0,77.0,68.0,84.0,81.0,82.0,78.0,70.0,61.0,77.0,65.0,76.0,64.0,54.0,61.0,64.0,66.0,24
182.88,161,81.0,right,high,high,74.0,71.0,58.0,88.0,67.0,83.0,76.0,65.0,80.0,87.0,78.0,72.0,84.0,81.0,81.0,70.0,63.0,78.0,62.0,74.0,82.0,70.0,80.0,85.0,79.0,60.0,64.0,64.0,27
187.96,165,81.0,right,high,medium,57.0,58.0,79.0,86.0,47.0,68.0,69.0,67.0,83.0,79.0,63.0,65.0,54.0,82.0,45.0,67.0,54.0,81.0,80.0,67.0,66.0,84.0,68.0,80.0,59.0,73.0,84.0,79.0,27
175.26,165,72.0,right,high,medium,66.0,56.0,58.0,73.0,66.0,71.0,74.0,70.0,77.0,75.0,72.0,75.0,79.0,70.0,85.0,65.0,81.0,84.0,59.0,70.0,89.0,62.0,66.0,74.0,68.0,60.0,66.0,75.0,26
182.88,168,72.0,right,high,high,67.0,65.0,64.0,72.0,68.0,69.0,60.0,64.0,71.0,70.0,65.0,72.0,69.0,75.0,70.0,75.0,72.0,92.0,75.0,68.0,75.0,69.0,69.0,72.0,61.0,72.0,71.0,68.0,26
175.26,152,73.0,left,medium,medium,71.0,60.0,70.0,81.0,53.0,77.0,81.0,54.0,79.0,79.0,77.0,76.0,79.0,74.0,78.0,75.0,75.0,40.0,68.0,60.0,68.0,65.0,71.0,74.0,62.0,64.0,70.0,67.0,28
175.26,146,66.0,left,medium,medium,42.0,60.0,61.0,67.0,47.0,62.0,46.0,50.0,63.0,65.0,63.0,63.0,66.0,71.0,75.0,70.0,82.0,78.0,69.0,59.0,73.0,73.0,66.0,59.0,57.0,65.0,67.0,66.0,26
187.96,179,68.0,left,medium,medium,34.0,28.0,78.0,49.0,29.0,34.0,32.0,28.0,56.0,53.0,49.0,58.0,47.0,53.0,41.0,63.0,69.0,59.0,79.0,22.0,67.0,70.0,41.0,46.0,45.0,72.0,68.0,66.0,27
177.8,150,69.0,left,high,medium,68.0,35.0,44.0,61.0,32.0,68.0,69.0,63.0,66.0,70.0,80.0,84.0,75.0,68.0,74.0,58.0,59.0,75.0,45.0,47.0,62.0,66.0,60.0,47.0,41.0,67.0,69.0,73.0,25
187.96,187,72.0,right,medium,high,37.0,33.0,66.0,71.0,41.0,64.0,41.0,34.0,64.0,66.0,50.0,52.0,53.0,65.0,41.0,71.0,75.0,82.0,91.0,57.0,91.0,77.0,46.0,51.0,55.0,62.0,78.0,70.0,22
175.26,157,71.0,right,high,medium,72.0,46.0,64.0,67.0,25.0,63.0,49.0,55.0,50.0,63.0,79.0,78.0,72.0,65.0,71.0,65.0,72.0,78.0,67.0,53.0,69.0,63.0,49.0,59.0,56.0,72.0,74.0,75.0,28
177.8,152,58.0,left,medium,medium,53.0,70.0,45.0,47.0,50.0,69.0,54.0,47.0,41.0,62.0,71.0,78.0,57.0,35.0,70.0,73.0,48.0,61.0,47.0,45.0,29.0,22.0,53.0,52.0,62.0,23.0,32.0,26.0,22
187.96,159,75.0,left,medium,low,76.0,77.0,63.0,76.0,76.0,74.0,80.0,79.0,77.0,75.0,73.0,76.0,73.0,76.0,60.0,84.0,38.0,76.0,64.0,85.0,65.0,63.0,82.0,74.0,71.0,50.0,64.0,45.0,22
182.88,174,62.0,right,medium,medium,59.0,25.0,35.0,55.0,23.0,23.0,55.0,41.0,45.0,43.0,64.0,70.0,41.0,64.0,53.0,50.0,74.0,74.0,72.0,43.0,71.0,63.0,40.0,46.0,32.0,62.0,69.0,66.0,29
172.72,146,72.0,right,medium,high,66.0,46.0,42.0,75.0,52.0,73.0,66.0,68.0,73.0,75.0,75.0,73.0,73.0,73.0,81.0,60.0,81.0,80.0,62.0,70.0,67.0,75.0,63.0,67.0,67.0,69.0,73.0,52.0,26
182.88,163,76.0,right,high,medium,74.0,54.0,61.0,75.0,47.0,75.0,79.0,64.0,79.0,76.0,77.0,76.0,71.0,82.0,71.0,73.0,74.0,86.0,75.0,68.0,81.0,75.0,66.0,68.0,63.0,75.0,75.0,74.0,34
182.88,176,64.0,right,high,medium,64.0,55.0,57.0,59.0,48.0,69.0,52.0,66.0,54.0,62.0,80.0,81.0,62.0,70.0,63.0,67.0,52.0,63.0,66.0,68.0,54.0,32.0,54.0,62.0,58.0,37.0,34.0,28.0,26
182.88,161,66.0,right,high,low,57.0,56.0,56.0,63.0,71.0,69.0,77.0,72.0,67.0,73.0,75.0,70.0,77.0,69.0,64.0,67.0,75.0,82.0,64.0,66.0,38.0,43.0,64.0,63.0,59.0,44.0,56.0,53.0,31
185.42,170,73.0,right,medium,medium,55.0,74.0,76.0,67.0,68.0,75.0,57.0,63.0,43.0,76.0,73.0,74.0,59.0,68.0,68.0,74.0,75.0,61.0,69.0,61.0,43.0,28.0,75.0,60.0,73.0,21.0,23.0,25.0,24
185.42,157,76.0,right,medium,high,79.0,41.0,73.0,74.0,45.0,70.0,66.0,42.0,72.0,72.0,68.0,70.0,67.0,75.0,67.0,67.0,77.0,76.0,68.0,63.0,81.0,78.0,65.0,67.0,43.0,79.0,80.0,78.0,26
175.26,143,80.0,right,high,high,71.0,75.0,65.0,83.0,66.0,77.0,78.0,57.0,79.0,80.0,75.0,73.0,74.0,81.0,74.0,76.0,70.0,90.0,64.0,74.0,82.0,77.0,81.0,77.0,86.0,63.0,75.0,67.0,27
182.88,165,57.0,right,medium,medium,43.0,40.0,51.0,65.0,43.0,53.0,45.0,42.0,59.0,57.0,66.0,69.0,55.0,53.0,61.0,55.0,63.0,62.0,76.0,43.0,69.0,65.0,52.0,49.0,53.0,46.0,65.0,57.0,21
